2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.2;83.4;40.0;6.5;9.8;24.6;7.6;3.1;5.2;11.8;13.1
19.4;82.8;40.3;6.5;9.6;24.2;7.6;3.1;5.3;11.8;13.2
19.1;83.1;40.0;6.5;9.7;24.0;7.7;3.0;5.2;11.7;13.2
18.8;83.2;39.2;6.4;9.4;23.9;7.5;3.0;5.2;11.7;12.9
19.0;81.6;38.9;6.2;9.4;23.8;7.4;3.0;5.1;11.4;12.8
18.5;80.4;38.4;6.3;9.4;23.7;7.6;2.9;5.1;11.5;12.7
18.4;78.7;38.5;6.2;9.3;23.0;7.3;2.9;5.0;11.4;12.5
18.8;79.3;38.2;6.3;9.3;22.9;7.4;2.9;5.1;11.1;12.6
18.0;80.3;37.1;6.2;9.1;22.6;7.2;2.9;5.1;11.3;12.2
18.1;77.6;37.0;6.0;9.1;22.6;7.1;2.9;4.9;10.9;12.3
18.3;77.5;36.9;6.0;9.1;22.6;7.0;2.8;4.9;10.9;12.2
17.7;75.6;37.1;6.0;8.8;22.0;7.1;2.8;4.8;10.9;11.8
17.9;75.9;36.7;5.9;8.9;22.5;6.9;2.7;4.8;10.8;12.1
17.7;74.4;36.6;6.0;8.8;21.6;7.0;2.7;4.7;10.7;11.9
17.5;74.0;36.5;5.8;8.8;21.3;7.0;2.7;4.8;10.6;11.8
17.3;75.3;36.2;5.9;8.9;22.0;6.9;2.8;4.7;10.7;11.8
17.7;75.1;36.0;5.8;8.7;21.3;7.0;2.8;4.7;10.7;11.9
17.8;75.2;36.4;5.8;8.6;22.1;6.9;2.8;4.8;10.6;11.7
17.5;74.9;36.4;5.8;8.8;21.9;6.8;2.7;4.7;10.5;11.8
17.5;76.4;36.4;5.8;8.5;22.1;6.9;2.7;4.8;10.6;11.8
17.5;74.7;36.1;5.8;8.7;22.5;6.8;2.8;4.7;10.7;11.6
17.5;74.2;36.2;5.8;8.6;21.9;6.8;2.7;4.8;10.5;11.5
17.1;74.9;36.1;5.9;8.6;21.6;6.9;2.7;4.7;10.6;11.8
17.4;73.5;35.0;5.7;8.6;22.0;6.8;2.7;4.7;10.5;11.8
17.5;73.7;35.8;5.9;8.7;21.3;6.9;2.7;4.7;10.6;11.5
17.5;73.8;36.5;5.8;8.6;21.2;6.9;2.7;4.7;10.7;11.7
17.4;74.1;35.2;5.7;8.8;21.9;6.7;2.7;4.7;10.4;11.5
17.2;74.0;35.7;5.8;8.7;21.1;6.8;2.7;4.6;10.5;11.5
17.1;73.7;35.6;5.8;8.6;21.6;6.9;2.7;4.7;10.6;11.5
17.1;72.6;36.2;5.7;8.6;21.4;6.7;2.7;4.7;10.4;11.6
17.3;73.1;35.8;5.8;8.7;21.4;6.8;2.7;4.7;10.4;11.5
16.9;72.6;35.2;5.7;8.6;21.3;6.7;2.6;4.6;10.3;11.2
17.1;71.8;35.6;5.7;8.5;20.9;6.7;2.7;4.7;10.5;11.4
16.9;72.3;35.3;5.6;8.5;21.2;6.6;2.6;4.6;10.2;11.2
16.7;71.3;34.0;5.7;8.2;20.7;6.6;2.7;4.6;10.3;11.2
16.6;70.6;34.7;5.5;8.2;20.8;6.7;2.7;4.5;10.1;11.2
16.6;71.2;34.2;5.5;8.3;20.6;6.6;2.6;4.4;10.2;11.0
16.6;70.5;34.3;5.5;8.2;20.5;6.5;2.6;4.5;10.1;11.2
16.5;69.6;33.9;5.4;8.2;20.5;6.4;2.6;4.4;10.1;11.0
16.6;70.9;33.6;5.5;8.1;20.7;6.4;2.6;4.4;10.1;10.9
16.7;70.7;33.8;5.4;8.3;20.4;6.4;2.6;4.4;10.1;10.9
16.2;69.9;33.6;5.5;8.2;20.3;6.4;2.6;4.4;10.0;10.9
16.1;69.1;34.1;5.4;8.1;20.0;6.4;2.5;4.4;9.9;10.9
16.0;70.9;32.9;5.4;8.0;20.1;6.5;2.5;4.4;10.0;10.9
16.6;68.3;33.4;5.3;8.0;20.3;6.4;2.5;4.4;9.8;10.8
15.9;68.8;33.6;5.3;8.1;20.1;6.2;2.5;4.4;9.7;10.7
16.1;69.8;33.5;5.4;8.0;20.0;6.2;2.5;4.3;9.9;10.8
15.7;68.0;33.3;5.3;8.0;20.1;6.3;2.5;4.4;9.8;10.8
16.0;68.7;33.0;5.4;7.9;19.7;6.3;2.5;4.3;9.8;10.8
16.0;67.3;32.9;5.3;7.9;19.6;6.3;2.5;4.3;9.7;10.7
16.0;68.2;32.9;5.3;8.0;19.7;6.3;2.5;4.3;9.8;10.6
15.7;67.3;32.6;5.3;8.1;20.1;6.4;2.5;4.4;9.8;10.7
16.0;67.1;32.9;5.3;8.0;20.0;6.4;2.5;4.3;9.8;10.7
15.7;67.9;33.2;5.3;8.1;19.9;6.3;2.5;4.3;9.8;10.8
16.0;68.6;33.1;5.3;8.0;20.5;6.3;2.5;4.3;9.7;10.6
15.9;68.7;33.3;5.4;7.9;20.0;6.4;2.5;4.3;9.8;10.7
16.0;68.9;33.5;5.4;8.0;19.7;6.3;2.5;4.3;9.6;10.8
15.9;68.6;33.1;5.3;8.1;20.1;6.3;2.5;4.3;9.8;10.5
16.4;67.7;33.4;5.3;8.0;19.8;6.3;2.5;4.3;9.7;10.6
16.0;68.5;33.5;5.4;8.1;20.0;6.3;2.5;4.3;9.9;10.8
16.2;68.9;32.9;5.4;8.0;20.4;6.3;2.5;4.4;9.9;10.6
16.3;69.2;33.8;5.4;8.0;20.3;6.4;2.5;4.4;10.0;10.8
16.5;68.5;33.9;5.5;8.1;20.4;6.4;2.6;4.3;9.9;10.8
16.3;69.8;33.4;5.4;8.2;20.8;6.4;2.6;4.4;9.8;11.1
16.0;69.8;34.4;5.5;8.2;20.8;6.5;2.6;4.5;10.2;11.0
16.5;71.3;34.2;5.5;8.2;20.9;6.6;2.6;4.5;10.1;10.9
16.6;71.9;34.0;5.6;8.4;21.1;6.5;2.7;4.6;10.1;11.1
16.7;70.4;34.5;5.6;8.3;21.1;6.6;2.6;4.6;10.1;11.5
16.8;71.6;34.8;5.7;8.3;20.9;6.6;2.7;4.6;10.2;11.3
16.8;71.6;35.5;5.7;8.5;21.3;6.7;2.7;4.5;10.4;11.2
16.7;73.4;35.0;5.7;8.3;21.3;6.7;2.7;4.6;10.3;11.2
17.1;72.8;35.4;5.7;8.5;21.2;6.8;2.7;4.7;10.5;11.5
17.4;72.3;35.6;5.9;8.4;21.6;6.7;2.7;4.7;10.6;11.5
