1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
44.8;91.0;96.1;0.0;0.0
44.6;91.2;95.3;0.0;0.0
44.2;92.5;94.8;0.0;0.0
41.5;90.9;93.7;0.0;0.0
40.0;90.8;94.8;0.0;0.0
38.4;90.4;94.3;0.0;0.0
37.4;91.5;95.8;0.0;0.0
35.5;92.7;95.3;0.0;0.0
32.4;91.4;94.4;0.0;0.0
30.0;90.4;94.0;0.0;0.0
28.0;91.7;93.1;0.0;0.0
26.6;91.6;93.8;0.0;0.0
25.7;91.0;94.9;0.0;0.0
24.5;89.0;94.5;0.0;0.0
24.1;91.3;94.1;0.0;0.0
23.5;92.0;95.0;0.0;0.0
23.8;91.0;95.5;0.0;0.0
23.6;90.8;92.6;0.0;0.0
23.9;90.1;95.4;0.0;0.0
23.1;92.3;95.4;0.0;0.0
22.9;90.8;95.4;0.0;0.0
22.4;88.9;94.4;0.0;0.0
21.8;90.6;95.1;0.0;0.0
21.6;92.2;94.5;0.0;0.0
21.2;90.9;93.9;0.0;0.0
20.9;91.4;92.5;0.0;0.0
21.0;90.4;96.0;0.0;0.0
21.4;90.7;93.8;0.0;0.0
21.2;90.6;93.1;0.0;0.0
20.8;90.7;94.9;0.0;0.0
20.3;88.6;96.0;0.0;0.0
19.7;88.2;95.9;0.0;0.0
18.8;87.9;95.0;0.0;0.0
17.4;89.3;94.3;0.0;0.0
16.6;90.0;95.4;0.0;0.0
15.6;87.4;95.3;0.0;0.0
14.9;88.5;93.0;0.0;0.0
14.0;87.3;94.3;0.0;0.0
13.9;88.8;92.9;0.0;0.0
13.6;88.2;95.6;0.0;0.0
13.5;87.9;94.2;0.0;0.0
13.2;87.0;96.1;0.0;0.0
13.3;85.6;93.7;0.0;0.0
13.2;85.9;93.6;0.0;0.0
12.9;84.6;94.7;0.0;0.0
12.8;84.9;94.4;0.0;0.0
12.8;83.3;95.0;0.0;0.0
12.6;84.2;94.3;0.0;0.0
12.7;84.3;94.1;0.0;0.0
13.2;82.6;95.4;0.0;0.0
13.6;82.1;96.2;0.0;0.0
14.4;81.5;96.1;0.0;0.0
14.8;81.3;94.2;0.0;0.0
15.6;79.9;96.9;0.0;0.0
16.3;80.0;94.7;0.0;0.0
16.9;79.8;93.5;0.0;0.0
17.5;79.0;93.7;0.0;0.0
18.3;77.0;94.9;0.0;0.0
19.2;76.2;94.9;0.0;0.0
19.9;76.3;94.9;0.0;0.0
21.8;74.6;94.6;0.0;0.0
22.9;74.4;95.5;0.0;0.0
25.1;74.9;96.1;0.0;0.0
26.2;72.8;94.4;0.0;0.0
28.8;72.5;95.6;0.0;0.0
30.2;71.9;94.1;0.0;0.0
32.0;71.7;95.0;0.0;0.0
33.6;70.7;94.2;0.0;0.0
34.9;70.3;95.6;0.0;0.0
36.7;67.2;94.0;0.0;0.0
38.3;68.4;94.1;0.0;0.0
40.1;67.1;94.8;0.0;0.0
41.9;67.8;92.7;0.0;0.0
43.0;66.7;94.1;0.0;0.0
46.0;66.7;94.3;0.0;0.0
51.0;64.6;94.7;0.0;0.0
51.4;64.9;95.2;0.0;0.0
54.6;64.6;94.1;0.0;0.0
56.3;65.2;94.3;0.0;0.0
60.1;64.0;94.5;0.0;0.0
61.2;64.0;93.1;0.0;0.0
63.8;62.2;95.7;0.0;0.0
65.0;63.1;94.1;0.0;0.0
68.4;62.6;94.2;0.0;0.0
68.5;62.7;92.8;0.0;0.0
70.6;61.6;93.5;0.1;0.1
72.6;61.8;94.0;0.2;0.2
74.0;61.1;94.2;0.3;0.3
76.5;61.5;93.7;0.4;0.4
78.1;60.2;94.8;0.6;0.6
79.7;60.0;94.1;0.8;0.8
79.9;60.7;93.0;1.0;1.0
80.3;61.6;93.5;1.2;1.2
82.1;60.4;93.6;1.5;1.5
80.5;60.9;95.2;1.9;1.8
82.0;59.9;95.3;2.1;2.2
81.0;61.9;95.8;2.6;2.6
82.8;61.4;93.5;3.0;3.0
81.8;60.9;93.5;3.6;3.5
79.7;62.2;94.5;4.0;4.0
77.9;61.6;95.3;4.6;4.6
78.7;60.4;94.5;5.1;5.0
78.6;60.9;95.2;5.7;5.8
75.8;61.4;95.0;6.2;6.4
77.4;62.6;95.2;6.9;7.1
75.2;61.8;94.1;7.5;7.7
73.9;62.5;92.7;8.0;8.4
71.6;62.8;94.7;8.7;9.2
72.5;62.1;95.5;9.4;10.0
71.6;63.2;94.0;10.0;10.5
70.1;63.2;95.3;10.7;11.3
67.3;64.1;95.1;10.9;12.1
68.6;63.6;93.5;11.6;12.7
67.2;64.0;94.8;12.3;13.7
65.1;64.8;94.5;12.8;14.3
64.2;65.2;95.8;13.6;15.1
63.8;63.8;94.1;13.8;15.5
62.5;64.5;93.9;14.5;16.4
60.4;63.4;95.7;15.0;17.0
59.2;66.1;93.9;15.3;17.8
59.1;64.9;94.0;15.6;18.1
57.7;65.2;94.2;16.1;18.9
57.0;64.3;94.0;16.3;19.6
55.3;64.0;94.7;17.1;19.7
54.3;64.1;93.2;17.1;20.8
52.8;64.6;94.2;17.6;21.0
54.1;63.0;92.3;17.4;21.7
52.8;63.8;95.6;17.9;22.2
52.2;63.7;93.2;18.0;22.6
52.2;62.7;94.6;18.3;23.1
51.6;63.8;95.3;18.6;23.5
52.5;63.0;93.9;19.0;24.0
51.2;62.5;95.1;18.7;24.2
51.1;61.0;95.7;19.5;24.7
50.9;62.1;95.0;19.3;25.3
51.4;62.0;92.8;19.5;25.4
51.1;61.8;94.8;19.9;25.4
51.3;60.4;95.0;19.9;25.4
51.3;60.3;95.8;19.8;25.9
52.2;60.4;96.0;19.8;25.9
52.7;58.6;94.1;20.3;26.5
52.9;58.6;94.4;20.3;26.3
53.6;58.4;94.4;20.4;26.7
53.4;57.5;92.7;20.4;26.9
53.9;58.2;94.1;20.3;26.8
55.4;55.3;94.6;20.6;26.8
55.8;55.3;94.3;20.3;27.4
55.4;55.7;95.5;20.7;27.0
55.5;55.0;94.7;20.6;27.0
56.0;54.0;95.0;20.4;26.8
56.0;54.1;95.0;20.7;27.1
56.8;52.7;95.2;20.2;27.0
57.9;52.1;95.6;20.1;27.0
58.5;51.8;95.5;20.6;26.4
59.6;50.8;94.6;20.1;26.3
62.3;50.6;93.1;19.6;25.9
60.9;49.6;93.6;20.0;26.3
62.3;49.2;96.5;19.9;25.8
63.1;49.3;94.3;19.7;25.3
62.8;47.7;94.0;19.3;25.2
63.2;47.2;94.5;19.5;24.1
63.7;47.4;95.6;18.9;24.0
64.6;46.4;94.2;18.9;23.5
65.5;47.2;95.1;18.3;23.5
65.3;45.8;93.6;17.9;22.9
