2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.591447974684307;71.39900682007348;39.09268752708944;6.208565486032205;9.222520082088302;24.110099084775467;7.010957060514264;2.812078254890861;5.031838360616813;10.84209094375246;11.685250034751872
18.50377173161468;71.06543241923549;38.906715261666406;6.1793030324510205;9.178595286820807;23.995276961239906;6.978076870629767;2.7986119217251044;5.008200780496903;10.790155421728127;11.630284879122245
18.40266311837715;70.68023653386325;38.692516776904064;6.145554700492736;9.128012124474482;23.863048112469894;6.940129171990068;2.783116196557691;4.980926632734375;10.730395717095993;11.566875500794758
18.288122160400214;70.2434124474419;38.45009562616432;6.107320461873674;9.070771544328194;23.713414998932034;6.8971135768144105;2.7655915271148657;4.950015724021061;10.662813588708724;11.495021607775474
18.160148882835568;69.7549534476851;38.179455359069756;6.064600288173487;9.006874494611044;23.546380077916776;6.8490296975372615;2.7460383606222534;4.9154678611605895;10.587410793235279;11.41472290811017
18.01874331055832;69.21485282653393;37.88059952150476;6.017394150835235;8.936321922502714;23.36194580353955;6.795877146808263;2.724457143805019;4.877282851068378;10.504189085161645;11.325979109884386
17.86390546816708;68.62310388015621;37.55353165561657;5.9657020211654475;8.859114774133769;23.160114626741862;6.737655537492177;2.7008483228880285;4.835460500771619;10.41315021679154;11.228789921223466
17.695635379984086;67.979699908945;37.198255299816296;5.909523870334157;8.77525399458599;22.940888995292287;6.674364482668801;2.6752123435959985;4.7900006174092535;10.314295938247136;11.1231550502925
17.513933070055327;67.28463421751796;36.81477398878013;5.848859669374983;8.68474052789268;22.704271353787647;6.606003595632905;2.647549651153661;4.74090300823196;10.207627997469777;11.00907420529639
17.341845691359648;66.62644595556819;36.4515349572506;5.791406106548182;8.599003301330931;22.48014001158077;6.541265762796515;2.621344429262584;4.6944062968393485;10.106579677545726;10.90103445378628
17.202420338534907;66.09368964043965;36.15697730888096;5.744859934737001;8.529469069926341;22.298367647408238;6.488844757818175;2.600079837080151;4.6567495491191755;10.024580236599268;10.813523531322813
17.095656948413364;65.68638162368057;35.931092385733216;5.709221222056555;8.47613552046362;22.158948263357644;6.448741524630999;2.583754783553072;4.627933235634194;9.961625387476758;10.746542148082481
17.021555458500202;65.40453824655754;35.77387153896148;5.684490036954237;8.43900034227995;22.061875869239262;6.420957006644759;2.5723681788453034;4.607957826675307;9.917710848334183;10.700091014145128
16.98011580697317;65.24817584005767;35.68530612880926;5.6706664482095634;8.418061227264184;22.007144482583357;6.4054921467460195;2.56591893433766;4.5968237922616;9.892832342635408;10.6741708394939
16.9713379326823;65.2173107248915;35.66538752460697;5.667750524934046;8.413315869856085;21.994748128637617;6.402347887298308;2.564405962627436;4.594531602140388;9.88698559915043;10.66878233401524
16.97387154692575;65.2299111362561;35.66924129792149;5.668612191649789;8.414178369308017;21.99701235985157;6.403470698864624;2.564602346270552;4.595301622048579;9.88772927911843;10.670504537227352
16.966366413706304;65.20393109362935;35.652000534636784;5.666121312351441;8.410064832104847;21.98626792934654;6.400806231127515;2.5632821145091795;4.5933538085402255;9.88262576182109;10.665915870013514
16.948822551280273;65.13936558880438;35.61366788027952;5.660277865531815;8.400975964860322;21.96251666738721;6.3943541948581775;2.560445600601955;4.588688017447198;9.871676355848752;10.655016114257569
16.92123997769768;65.0362096167301;35.55424597758631;5.6510818295818375;8.386912473405006;21.92576040186913;6.3841143009883785;2.556093137434038;4.581304104684844;9.854882368162777;10.637805051873096
16.88361871080233;64.89445817551045;35.4737374665045;5.638533182790593;8.367875062786526;21.876000958319512;6.370086260610412;2.5502250575172374;4.571201926251984;9.832245104096113;10.61428246480344
16.835958768231944;64.71410626640368;35.37214498419303;5.622631903345369;8.343864437269815;21.81324015989809;6.352269784977063;2.5428416929901245;4.558381338230894;9.803765867353807;10.584448135021717
16.787095379771564;64.52911119566636;35.26803307549411;5.606328634881116;8.319259808075836;21.74892649996017;6.333998230670494;2.5352777170571046;4.545234398070134;9.774590422476887;10.553856442315901
16.745863754193692;64.37343614016052;35.179963186433284;5.592574046474582;8.298439558812888;21.694506328859482;6.318605293352103;2.5288674126052206;4.534153332225231;9.74986300169016;10.528062022365113
16.712263877580344;64.24708490761887;35.10793330544434;5.581368154457545;8.281403152186558;21.649978254828955;6.306091192922324;2.5236105262300668;4.525138250303919;9.72958260993246;10.50706504098459
16.686295736170244;64.15006130337555;35.05194142308131;5.572710975239184;8.268150051497589;21.615340887901805;6.296456149159536;2.5195068048110487;4.518189261850459;9.71374825338051;10.490865663966927
16.6679593163588;64.08236913036686;35.011985532018;5.566602525306064;8.258679720641718;21.59059283991101;6.289700381720133;2.5165559955113044;4.513306476345678;9.702358939448516;10.47946405708209
16.657254604698025;64.0440121891319;34.98806362704736;5.563042821222105;8.252991624109503;21.575732724488677;6.285824110138551;2.5147578457776087;4.510490003206969;9.695413676787787;10.472860386077414
16.64089286373984;63.98389939987878;34.95226228374415;5.557593816610637;8.244501511359179;21.55354739155332;6.279812756835094;2.5121060400543924;4.506141534782866;9.685177295963852;10.462699740305126
16.60558538639718;63.850930872055656;34.87667272169019;5.5458174262146205;8.226626371912518;21.506826899960434;6.266651235199827;2.5065948475981643;4.4966625097275195;9.663916922428891;10.4406268244193
16.551332204589976;63.64509719272362;34.76129989933661;5.527713608191638;8.199367529695182;21.435574674751088;6.246339001357208;2.498224892759004;4.482052656987213;9.63163500579124;10.406641227145265
16.478133349850186;63.36638895488838;34.606148769880534;5.503282320507614;8.162726307158236;21.339794136506725;6.21887551173403;2.4869967991838475;4.462311705665598;9.588333992592661;10.360742537264603
16.385988853321983;63.01479675749881;34.41122428126645;5.472523520936887;8.116704025278576;21.219488701350684;6.184260223059332;2.4729111898166978;4.4374393850236595;9.53401632630934;10.302930343615168
16.274898745761913;62.590311205445474;34.176531376187874;5.435437167062309;8.061302003559407;21.074661780949732;6.1424925923643;2.455968686898854;4.407435424479699;9.468684447352882;10.233204235091096
16.160995128619405;62.15496663469892;33.93595020562214;5.397410967257247;8.004511745747456;20.92620553549475;6.099660820970177;2.4386041516429837;4.376668388881045;9.401725692078776;10.161707321106539
16.060410067610135;61.77080806002179;33.72335529807202;5.3638326776498095;7.954323254458711;20.79500824253556;6.0618537272705595;2.4232517373531803;4.349507150596986;9.342524619797713;10.098583177925196
15.97314353980416;61.43784210581355;33.538743161352755;5.334702327412477;7.9107355971729625;20.681067488787924;6.029071693972269;2.4099110042518337;4.3259519003637745;9.29107950467358;10.043832094728117
15.899195522544264;61.156075392294504;33.38211030697317;5.310019945852465;7.87374784240667;20.584380864102766;6.001315103569585;2.3985815130556527;4.306002828807035;9.247388623026119;9.997454360656805
15.838565993445867;60.9255145355069;33.2534532501347;5.289785562411682;7.843359059712633;20.504945961465076;5.978584338344297;2.389262824975512;4.289660126441777;9.211450253330213;9.959450264813198
15.791254930396885;60.74616614731588;33.152768509730265;5.273999206666648;7.819568319679671;20.442760376992922;5.960879780365789;2.381954501716294;4.276923983672424;9.18326267621516;9.92982009625968
15.749437221008254;60.587933787191886;33.06362498266068;5.260047459537431;7.798500017781546;20.38769210755147;5.945247921604612;2.3754758529136812;4.265675194767136;9.15827389615834;9.903643529631356
15.705287769668805;60.420715843205386;32.96959428557061;5.2453168785055215;7.7762792755270915;20.329611026955558;5.928734955143673;2.36864653057848;4.253794405051217;9.131933260294627;9.876000013191364
15.658806579601952;60.24451116753632;32.87067701925369;5.229807458072938;7.752906253198974;20.26851754868696;5.911340814589398;2.361466610284044;4.241281581446379;9.10424106457313;9.846889496419637
15.609993653983702;60.05931861309392;32.76687378385955;5.213519192718253;7.728381110899164;20.20441208568122;5.893065433585268;2.3539361675175647;4.228136690893665;9.075197604567279;9.816311928803074
15.558848995942595;59.865137033516206;32.65818517889384;5.19645207689659;7.702704008548957;20.137295050327754;5.8739087458118036;2.346055277680101;4.214359700353434;9.044803175474916;9.784267259835516
15.505372608559805;59.661965283170005;32.54461180321853;5.178606105039653;7.675875105889052;20.067166854470074;5.853870684986543;2.3378240160866013;4.199950576805365;9.013058072118437;9.750755439017741
15.456405635504828;59.476126872312975;32.440512710373504;5.162266135803394;7.651281086564894;20.00288136005493;5.835534043389939;2.330273857604092;4.186762384984076;8.983938959087569;9.720078607862217
15.41878920652797;59.33394982085822;32.36024458628999;5.149717048705264;7.632308002328181;19.953290796703534;5.821481874023668;2.3244359791334857;4.1766483195345705;8.961421333065681;9.696539105680237
15.392523303969742;59.235439745536524;32.30380448028983;5.1409588695374655;7.618955065604547;19.91839312936033;5.8117145015793525;2.320310009291164;4.169608542245976;8.945503738108448;9.68013717865074
15.377607910402187;59.18060225952486;32.271189444834754;5.135991624206613;7.611221489700718;19.898186325633578;5.806232250567981;2.3178955771136094;4.165643214813273;8.936184720103476;9.670873072918894
15.374043008628693;59.16944297244732;32.262396535525404;5.134815338733659;7.609106488804209;19.892668355794548;5.805035445319947;2.3171923120572755;4.164752498837308;8.933462826769707;9.668747034596077
15.381828581683958;59.201967490375935;32.27742281110057;5.137430039253855;7.612609277983076;19.901837192776505;5.8081244099851235;2.3181998439984506;4.1669365558248135;8.93733660765682;9.673759309759868
15.395569948060405;59.2574173971381;32.304945560773355;5.142033964256688;7.619059326557576;19.918711221933066;5.813462409756932;2.3201048299012674;4.170734106498677;8.944670368494087;9.682517354484792
15.409872436980775;59.31503072418271;32.33364393743323;5.1468253356595115;7.62578660120093;19.93631011298201;5.819012504425192;2.3220941612490678;4.174683769239118;8.95232933403423;9.691628468904156
