2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.84894195118614;70.14727629927505;39.40987600702869;6.331623298564904;9.215061283199603;24.389541753239733;6.927794414833999;2.801230018299579;5.02562523120209;11.016280157151849;11.68123417567524
18.609582429392955;70.91546113841352;39.73550040405635;6.153696178023719;9.352058247437574;24.412363575147968;7.127456934961783;2.8639390914488354;5.077219533556298;10.769587624259453;11.681001780795686
18.48017092765513;72.07860053408287;39.22701566725157;6.035486208624799;9.10694853918478;23.68851123870729;7.016080933321117;2.8249489991148407;4.958170151791203;10.682348068043828;11.602650885614322
18.393297249359524;70.87591748414918;38.564692631173905;6.121625445888673;9.025014361898977;23.598172919646693;7.005042235522448;2.7718199036593125;4.9395296285281;10.779685656647036;11.817733444558728
18.015552327155046;69.81212647526526;38.50757044266139;6.136591331564651;9.22726470304034;23.692951720073737;6.869479122462216;2.779450270408091;5.0084867535797;10.601455635401091;11.644159167735614
18.0513806902951;69.85816930890326;38.01872865369013;5.994120894705532;9.116317415672702;23.7965783526141;6.849362595974437;2.7614819676040647;4.893595170331687;10.58050274519742;11.52744629425814
18.096446608867485;67.89747653675938;37.5152182973692;6.078011318501872;8.964505890426457;23.254007910768433;6.8306719025767535;2.7257182345362807;4.947604670279838;10.548100526549307;11.556280221601991
17.86345301602398;68.46961214685587;37.62622483474421;5.915579299512088;8.732861583419893;23.280672949399605;6.741075791135608;2.7266520982719586;4.849554255252898;10.444038725159773;11.191498549296076
17.595194316231385;68.76165166764089;36.6118201784379;5.84585216827297;8.919395532497074;23.078348329826746;6.763667647567245;2.7184851001507138;4.7907013013109125;10.244421019734212;11.083173964881103
17.41751231256591;66.64935167294267;36.719505324665754;5.9260261767056805;8.74671593079823;22.58764694340795;6.59023057507775;2.6666586509722365;4.67559871927545;10.303479301933217;10.853489099768789
17.09906851898522;66.52499723337587;36.247572526344314;5.816813261530879;8.753420344123974;22.396054755226178;6.45423979017849;2.607083106934012;4.7091529811091455;10.196100292025047;10.897929384105618
17.070900579286548;66.27247130610168;35.8077832112884;5.769254697013523;8.38248004949402;22.13410814858831;6.453621570618222;2.6065493328022105;4.65644648971304;10.087383581931658;10.753441511267724
16.951220285492962;66.53134674346211;35.86858505545297;5.754651749930843;8.499770433302983;22.171595177729074;6.3594401282720145;2.5834954136638233;4.628538177668363;9.801505672926332;10.733315332391355
17.06041995741896;64.78746734809299;36.03687704485763;5.6559893850235845;8.49256750864691;22.09480496600101;6.432130992747278;2.5729833086376632;4.542135600669939;10.123130699182123;10.820737226562505
16.759295400730153;63.75743894125721;35.4252717167836;5.706197307779116;8.510249318865874;22.165239481869893;6.422510008846009;2.5669132928608303;4.619060355550917;9.832995678993859;10.823995574628132
16.843241522729787;64.96763878716125;35.29042179820807;5.669812532944447;8.293226331547213;22.0301160632118;6.446861345406277;2.523880477511028;4.668048928265766;9.805442636006859;10.644856324515118
17.05205897523553;65.18759526472435;35.75814387526761;5.705444343144897;8.309826152756898;21.858084586967166;6.358093942016192;2.568271699953692;4.6089252715755125;9.711992458079497;10.69629222638659
16.79367449978101;66.01009441110055;35.718164935386724;5.641439155061431;8.516593714498933;22.142749373310433;6.446987640733568;2.552496494709521;4.58846647218038;9.814639607711444;10.656012362008843
16.980029939535218;64.45122591376234;36.17226342908523;5.6849657159295335;8.49531858293062;21.785756462821784;6.41026181818359;2.5552805360856503;4.546914551912202;9.921834095989931;10.5846609630322
16.989490077514535;64.41617420999181;35.0161798628005;5.5898863237983125;8.424610387850299;21.51542435350717;6.421611501818628;2.6071636610393454;4.611189108415711;9.90527098797099;10.633328714155024
16.835454409008264;64.82258548103;34.93905970672249;5.677633204320031;8.538627272270977;21.712791020646087;6.424913680888258;2.5735701194176714;4.556441016175371;9.948025181654122;10.58552903632382
16.809652448621087;65.39428365773314;35.85438728095346;5.555477575967626;8.380860729670188;21.59065309774536;6.3002295571744416;2.577038259578723;4.55928910669917;9.828530542677449;10.586362179712916
16.60739364722117;65.3782904694092;35.605436750378416;5.550665824217213;8.411534457986704;21.580651039919964;6.274295095620079;2.497910802240145;4.569943286583459;9.886000154171807;10.63964168268145
16.562653826092006;64.5308461605762;35.08741250131195;5.632101121213228;8.394211607233387;21.710187081130577;6.169346119929247;2.596910386017087;4.5650611969069965;9.729192326522767;10.568092810297827
16.737262796552773;63.6383701619989;35.07216059957076;5.6291464495515395;8.128223485781733;21.98864067829684;6.1871938170830925;2.5908344058535637;4.534669069117231;9.978675193893721;10.533243992972732
16.754803973827734;63.25212571589453;35.518161169573915;5.640985966885681;8.353180763821532;21.533895376309992;6.293071945505028;2.501672158182568;4.5045082137122945;9.778314008476864;10.449293659281944
16.706548599500685;63.236236595012905;35.02854917706892;5.5159710584161115;8.226134945933781;21.61113748141713;6.171648260653436;2.516162518149573;4.556448356381469;9.735564991078737;10.633999474696793
16.458636649565722;63.21870462942551;35.49002627430097;5.49648871237333;8.246256063760216;21.459811448193808;6.377423645263437;2.509623533486084;4.571410014802488;9.706489172881618;10.470514250502571
16.71224627389604;62.48005499849474;34.30872000171111;5.648095410975037;8.239221429542267;21.437810045927964;6.338969234596178;2.5017615509592823;4.5917014720999125;9.753549439423947;10.512565837336416
16.645797107023835;64.78235878549124;34.865940244716676;5.550779380366132;8.34142980667945;21.249294146654524;6.1125851287590445;2.5055172886047505;4.545296965548567;9.605354890992052;10.300267274659646
16.433218514407777;64.04138112187314;34.430367186001384;5.511052168100054;8.197237041589032;21.155424597653532;6.404547908311063;2.477424320572142;4.47731216802066;9.652412332218107;10.289968335634716
