1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
79.11366605213999;30.27386841167496;99.5917026203315;8.836421829581943e-05;0.0005075819716509565
79.64479683879401;31.309723504201692;98.62279445358205;0.0004210030213404212;0.0002724781411134076
77.29941433189444;31.202996979418806;99.57534091785615;0.0005779033240965232;7.5116945368562e-05
75.64494983246794;31.470975033064427;101.18952714435736;0.0007985045369623205;0.0006156708687754641
73.63841612832907;32.431656844521264;100.29223325576343;0.00011228652647400664;0.00024423298515778
71.19278664358932;32.594789762855505;100.569835203667;0.00045857857718247576;2.3826344380999624e-05
68.75074216124001;34.06094524818818;100.79105026845829;0.0007123022858857894;0.0006017366353009642
66.46282785300505;34.0242901513176;100.02322806005358;0.0003959805607186798;0.0008061091739424245
65.74189171850155;34.79491539446929;101.03047314296634;0.0009183122949815332;0.0006986669717165454
61.6253745168164;35.065956406215705;100.38190961422796;0.000486911819344188;0.0006415543642016596
60.397527848606344;35.081888377144985;100.75803315540371;0.0005053826856881873;0.0004104822921038915
58.81563412269167;36.34280119392114;99.14765105316395;0.00019130595678312849;9.597368999747922e-05
57.18355913387239;36.541699937314576;99.38423521532332;0.0003869808673856936;0.0005096936223155582
56.365609081352645;36.79917412196214;99.84106652605314;0.0004618228602184824;0.0006502694550440117
55.56209240817083;36.91149732824139;101.39821796463085;0.0006128334109985056;0.0005611609267264944
54.03309486010059;37.02158893576674;99.07343575015734;0.00026707939222059534;0.00035679998418505863
54.39028278371245;37.606870774944866;101.61886126704223;0.0004306495032205461;0.0004089246882441272
53.482331315484025;38.52495341376474;101.68930146284865;0.00113295483219678;0.0009723648226887717
53.23661091013097;38.791023199106384;100.08565908257758;0.0004208031658820567;0.0007844132415136079
52.60529343583855;38.88599005404155;99.76357211355112;0.00032093489025542747;0.0005900641122634077
51.777675903655975;39.22262770176108;98.68173146098472;0.0011064216709731245;0.0009419217996970787
51.03544675433144;39.98751215801313;101.55036685502284;0.0010023622196404396;0.0007304124277540207
50.97313648364207;39.14804805700784;98.91713415580836;0.00014077376541240846;0.00111015859534137
50.18345779500802;39.96530152358208;100.77206789114392;0.0006806677603389943;0.0003505936860405904
48.919751087639646;40.24350321380409;99.05526785321544;0.0007489836757279768;1.1937441188371765e-05
47.951018750797004;41.44220401123377;99.49816156251404;0.000393951423576396;0.0001444825827768329
47.192011096005324;41.06147437804554;97.75971368400629;0.00042301903841657847;0.0008703573661612713
47.27599239229831;41.66040045499325;99.57813404051706;4.294470988505991e-05;6.535600780046446e-05
46.69306595862725;41.681478178478535;99.21007792488086;0.0007254600508072574;0.0008660008849625918
46.310935043970574;42.21156323225476;99.5335292538136;0.00016106341256777714;0.00041812143616127445
