1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
68.7;42.5;111.8;0.0;0.0
68.4;43.1;114.2;0.0;0.0
66.7;43.8;115.1;0.0;0.0
65.4;43.3;116.4;0.0;0.0
64.1;43.6;115.9;0.0;0.0
62.0;43.5;116.2;0.0;0.0
59.1;44.3;117.7;0.0;0.0
56.9;44.6;115.9;0.0;0.0
54.2;45.3;114.4;0.0;0.0
52.3;45.2;113.3;0.0;0.0
49.2;46.2;114.0;0.0;0.0
46.3;46.3;115.0;0.0;0.0
45.3;47.2;115.8;0.0;0.0
43.9;47.8;114.7;0.0;0.0
43.6;47.9;115.2;0.0;0.0
42.6;48.6;114.1;0.0;0.0
42.4;49.3;115.9;0.0;0.0
40.8;50.3;114.9;0.0;0.0
41.0;49.6;115.4;0.0;0.0
40.8;50.2;115.6;0.0;0.0
39.2;49.7;115.4;0.0;0.0
38.7;50.1;114.9;0.0;0.0
37.7;51.6;116.1;0.0;0.0
36.2;51.6;115.6;0.0;0.0
36.6;51.9;113.3;0.0;0.0
35.0;53.0;115.1;0.0;0.0
36.1;52.6;116.8;0.0;0.0
35.3;52.3;115.0;0.0;0.0
34.5;52.0;117.1;0.0;0.0
33.5;53.3;114.5;0.0;0.0
33.3;52.7;115.1;0.0;0.0
32.0;54.0;114.2;0.0;0.0
31.6;52.5;113.9;0.0;0.0
29.4;52.2;119.6;0.0;0.0
29.1;53.3;114.2;0.0;0.0
27.6;52.5;116.3;0.0;0.0
27.3;51.4;117.6;0.0;0.0
26.3;52.7;115.3;0.0;0.0
25.7;51.9;115.2;0.0;0.0
24.9;51.6;114.5;0.0;0.0
25.1;52.1;115.9;0.0;0.0
24.2;51.2;117.4;0.0;0.0
24.2;51.2;115.5;0.0;0.0
24.1;51.5;115.4;0.0;0.0
23.3;51.1;114.0;0.0;0.0
22.7;50.6;113.3;0.0;0.0
22.3;51.1;116.0;0.0;0.0
22.0;51.0;116.1;0.0;0.0
21.8;50.8;116.2;0.0;0.0
22.0;49.7;115.7;0.0;0.0
21.9;50.6;114.8;0.0;0.0
21.3;50.9;114.3;0.0;0.0
21.8;49.5;117.4;0.0;0.0
21.6;50.6;117.6;0.0;0.0
22.3;50.8;117.1;0.0;0.0
22.0;50.4;117.1;0.0;0.0
22.3;49.7;115.8;0.0;0.0
22.4;48.7;115.9;0.0;0.0
22.9;50.8;114.1;0.0;0.0
23.2;50.1;115.3;0.0;0.0
24.1;50.6;116.2;0.0;0.0
24.6;50.6;117.1;0.0;0.0
25.7;50.4;115.8;0.0;0.0
26.7;49.8;115.0;0.0;0.0
28.3;50.5;115.0;0.0;0.0
29.3;49.8;116.2;0.0;0.0
30.4;49.8;117.4;0.0;0.0
31.5;49.9;117.2;0.0;0.0
33.1;49.4;114.5;0.0;0.0
34.1;49.5;115.5;0.0;0.0
34.4;50.2;115.8;0.0;0.0
34.8;49.3;116.4;0.0;0.0
37.7;49.0;117.6;0.0;0.0
38.6;49.1;116.4;0.0;0.0
41.0;49.1;116.4;0.0;0.0
43.5;49.4;114.4;0.0;0.0
45.3;48.0;115.9;0.0;0.0
46.9;48.6;116.3;0.0;0.0
49.9;47.9;115.7;0.0;0.0
52.0;48.7;116.0;0.0;0.0
54.7;48.6;114.7;0.0;0.0
56.1;48.6;115.6;0.0;0.0
57.2;48.2;115.1;0.0;0.0
59.6;47.4;117.5;0.0;0.0
61.8;47.4;115.8;0.0;0.0
63.2;47.0;116.0;0.1;0.1
65.6;46.6;114.9;0.1;0.2
68.1;46.0;115.9;0.2;0.4
70.4;45.8;115.4;0.3;0.5
71.7;45.7;115.1;0.4;0.8
72.5;45.9;116.2;0.6;1.0
73.6;45.5;115.9;0.7;1.3
74.3;45.4;114.6;0.9;1.6
75.7;44.6;115.7;1.1;2.0
74.7;44.2;115.5;1.3;2.4
75.3;44.4;114.3;1.6;2.9
77.2;44.0;117.8;1.8;3.5
75.9;43.9;115.8;2.2;4.1
76.3;43.3;115.2;2.4;4.8
76.4;43.6;114.8;2.8;5.5
75.7;43.1;115.5;3.2;6.4
74.5;41.7;114.1;3.5;7.2
73.0;41.4;114.5;3.9;8.0
73.9;42.1;114.3;4.3;8.9
73.9;42.5;118.0;4.9;10.0
73.7;41.2;114.7;5.2;10.7
72.0;41.1;117.8;5.6;11.9
71.6;41.3;115.7;6.1;12.9
72.2;41.3;114.7;6.4;13.8
70.2;41.7;113.3;6.9;14.8
69.3;40.7;116.1;7.3;15.5
70.1;40.4;116.7;7.9;16.6
68.4;40.4;115.6;8.3;17.6
67.7;39.8;115.0;8.6;18.5
67.3;38.8;115.7;8.9;19.6
65.1;39.2;116.6;9.4;20.6
65.5;39.4;116.4;9.8;21.3
64.1;38.7;116.7;10.2;22.0
64.4;38.9;117.2;10.8;22.7
61.9;39.4;117.8;10.8;23.3
60.6;37.8;115.8;11.3;24.5
59.7;37.9;115.6;11.6;25.1
59.4;37.7;114.6;12.0;25.2
59.5;37.2;116.7;12.3;26.3
60.2;36.8;116.1;12.6;26.4
57.8;36.7;114.6;12.7;27.1
58.2;37.0;116.4;13.1;27.5
57.3;36.6;116.1;13.5;27.6
57.8;37.0;116.3;13.7;28.0
56.2;36.1;115.9;14.0;28.1
56.2;37.2;115.2;14.1;28.8
56.8;35.4;116.4;14.3;29.2
56.1;35.1;115.6;14.3;29.2
56.5;35.8;115.3;14.6;29.6
55.5;35.3;116.6;14.7;29.6
55.5;36.0;116.9;14.9;30.0
57.2;35.4;117.1;15.2;30.2
56.0;34.9;113.1;14.9;30.4
55.7;34.5;117.2;15.4;30.3
56.5;34.5;116.0;15.3;30.5
56.7;35.1;115.9;15.6;30.5
56.4;34.1;117.3;15.5;30.4
58.0;34.5;115.9;15.6;30.2
59.3;33.7;114.6;15.5;29.3
58.9;33.6;117.2;15.9;29.4
58.9;33.9;116.8;15.7;29.7
59.4;33.2;115.9;15.8;29.4
60.3;33.6;115.4;15.8;28.8
59.2;33.3;116.4;15.6;28.3
59.5;32.6;115.2;15.7;28.3
58.8;32.5;115.9;15.7;28.1
