1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
68.7;43.0;115.5;0.0;0.0
67.3;43.2;115.5;0.0;0.0
65.7;43.5;115.5;0.0;0.0
63.7;43.8;115.6;0.0;0.0
61.7;44.1;115.6;0.0;0.0
59.5;44.4;115.6;0.0;0.0
57.1;44.8;115.6;0.0;0.0
54.6;45.2;115.6;0.0;0.0
51.9;45.6;115.6;0.0;0.0
49.4;46.1;115.6;0.0;0.0
47.2;46.5;115.6;0.0;0.0
45.5;47.0;115.6;0.0;0.0
44.1;47.5;115.6;0.0;0.0
43.1;47.9;115.6;0.0;0.0
42.5;48.4;115.6;0.0;0.0
42.0;48.8;115.6;0.0;0.0
41.5;49.3;115.6;0.0;0.0
40.8;49.7;115.6;0.0;0.0
40.1;50.1;115.6;0.0;0.0
39.3;50.5;115.6;0.0;0.0
38.4;50.9;115.6;0.0;0.0
37.6;51.2;115.6;0.0;0.0
36.8;51.5;115.6;0.0;0.0
36.2;51.8;115.6;0.0;0.0
35.6;52.0;115.6;0.0;0.0
35.2;52.2;115.6;0.0;0.0
34.9;52.4;115.6;0.0;0.0
34.6;52.5;115.6;0.0;0.0
34.1;52.6;115.6;0.0;0.0
33.4;52.6;115.6;0.0;0.0
32.5;52.6;115.6;0.0;0.0
31.5;52.6;115.6;0.0;0.0
30.2;52.6;115.6;0.0;0.0
29.0;52.5;115.6;0.0;0.0
27.9;52.4;115.6;0.0;0.0
27.0;52.3;115.6;0.0;0.0
26.2;52.2;115.6;0.0;0.0
25.6;52.1;115.6;0.0;0.0
25.2;52.0;115.6;0.0;0.0
24.8;51.8;115.6;0.0;0.0
24.4;51.7;115.6;0.0;0.0
24.0;51.5;115.6;0.0;0.0
23.6;51.4;115.7;0.0;0.0
23.2;51.3;115.7;0.0;0.0
22.7;51.1;115.7;0.0;0.0
22.3;51.0;115.7;0.0;0.0
22.0;50.9;115.7;0.0;0.0
21.8;50.7;115.7;0.0;0.0
21.7;50.6;115.7;0.0;0.0
21.7;50.5;115.7;0.0;0.0
21.8;50.5;115.7;0.0;0.0
21.9;50.4;115.7;0.0;0.0
22.0;50.3;115.7;0.0;0.0
