2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
17.1;73.2;37.9;5.8;9.0;22.7;7.0;2.8;4.8;10.9;13.1
17.0;72.8;37.7;5.8;9.0;22.6;7.0;2.8;4.8;10.9;13.0
16.9;72.4;37.5;5.8;8.9;22.4;6.9;2.8;4.7;10.8;12.9
16.8;72.0;37.3;5.8;8.9;22.3;6.9;2.8;4.7;10.7;12.8
16.7;71.5;37.0;5.7;8.8;22.1;6.9;2.8;4.7;10.7;12.8
16.6;70.9;36.8;5.7;8.7;22.0;6.8;2.8;4.6;10.6;12.7
16.4;70.3;36.4;5.6;8.7;21.8;6.7;2.7;4.6;10.5;12.5
16.3;69.6;36.1;5.6;8.6;21.6;6.7;2.7;4.6;10.4;12.4
16.1;68.9;35.7;5.5;8.5;21.3;6.6;2.7;4.5;10.3;12.3
15.9;68.3;35.4;5.5;8.4;21.1;6.5;2.7;4.5;10.2;12.2
15.8;67.7;35.1;5.4;8.3;21.0;6.5;2.6;4.4;10.1;12.1
15.7;67.3;34.9;5.4;8.3;20.8;6.5;2.6;4.4;10.0;12.0
15.7;67.0;34.7;5.4;8.2;20.8;6.4;2.6;4.4;10.0;12.0
15.6;66.8;34.7;5.3;8.2;20.7;6.4;2.6;4.4;10.0;11.9
15.6;66.8;34.6;5.3;8.2;20.7;6.4;2.6;4.4;10.0;11.9
15.6;66.8;34.6;5.3;8.2;20.7;6.4;2.6;4.4;10.0;11.9
15.6;66.8;34.6;5.3;8.2;20.7;6.4;2.6;4.4;10.0;11.9
15.6;66.7;34.6;5.3;8.2;20.7;6.4;2.6;4.4;10.0;11.9
15.6;66.6;34.5;5.3;8.2;20.6;6.4;2.6;4.4;9.9;11.9
15.5;66.5;34.5;5.3;8.2;20.6;6.4;2.6;4.4;9.9;11.9
15.5;66.3;34.4;5.3;8.2;20.5;6.4;2.6;4.3;9.9;11.8
15.4;66.1;34.3;5.3;8.1;20.5;6.3;2.6;4.3;9.9;11.8
15.4;65.9;34.2;5.3;8.1;20.4;6.3;2.6;4.3;9.8;11.8
15.4;65.8;34.1;5.3;8.1;20.4;6.3;2.6;4.3;9.8;11.7
15.4;65.7;34.1;5.3;8.1;20.3;6.3;2.6;4.3;9.8;11.7
15.3;65.6;34.0;5.2;8.1;20.3;6.3;2.5;4.3;9.8;11.7
15.3;65.6;34.0;5.2;8.1;20.3;6.3;2.5;4.3;9.8;11.7
15.3;65.5;34.0;5.2;8.1;20.3;6.3;2.5;4.3;9.8;11.7
15.3;65.4;33.9;5.2;8.1;20.2;6.3;2.5;4.3;9.8;11.7
15.2;65.2;33.8;5.2;8.0;20.2;6.3;2.5;4.3;9.7;11.6
15.2;64.9;33.7;5.2;8.0;20.1;6.2;2.5;4.3;9.7;11.6
15.1;64.5;33.5;5.2;7.9;20.0;6.2;2.5;4.2;9.6;11.5
15.0;64.1;33.2;5.1;7.9;19.8;6.1;2.5;4.2;9.6;11.4
14.9;63.7;33.0;5.1;7.8;19.7;6.1;2.5;4.2;9.5;11.3
14.8;63.3;32.8;5.1;7.8;19.6;6.1;2.5;4.1;9.4;11.3
14.7;62.9;32.6;5.0;7.7;19.5;6.0;2.4;4.1;9.4;11.2
14.6;62.6;32.5;5.0;7.7;19.4;6.0;2.4;4.1;9.3;11.2
14.6;62.4;32.4;5.0;7.7;19.3;6.0;2.4;4.1;9.3;11.1
14.5;62.2;32.3;5.0;7.7;19.3;6.0;2.4;4.1;9.3;11.1
14.5;62.0;32.2;5.0;7.6;19.2;6.0;2.4;4.1;9.2;11.1
14.5;61.9;32.1;4.9;7.6;19.2;5.9;2.4;4.1;9.2;11.0
14.4;61.7;32.0;4.9;7.6;19.1;5.9;2.4;4.0;9.2;11.0
14.4;61.5;31.9;4.9;7.6;19.0;5.9;2.4;4.0;9.2;11.0
14.3;61.3;31.8;4.9;7.5;19.0;5.9;2.4;4.0;9.1;10.9
14.3;61.1;31.7;4.9;7.5;18.9;5.9;2.4;4.0;9.1;10.9
14.2;60.9;31.6;4.9;7.5;18.9;5.8;2.4;4.0;9.1;10.8
14.2;60.8;31.5;4.9;7.5;18.8;5.8;2.4;4.0;9.1;10.8
14.2;60.7;31.5;4.9;7.5;18.8;5.8;2.4;4.0;9.0;10.8
14.2;60.6;31.4;4.8;7.5;18.8;5.8;2.3;4.0;9.0;10.8
14.2;60.6;31.4;4.8;7.5;18.8;5.8;2.3;4.0;9.0;10.8
14.2;60.6;31.4;4.9;7.5;18.8;5.8;2.4;4.0;9.0;10.8
14.2;60.7;31.5;4.9;7.5;18.8;5.8;2.4;4.0;9.0;10.8
14.2;60.7;31.5;4.9;7.5;18.8;5.8;2.4;4.0;9.0;10.8
14.2;60.8;31.5;4.9;7.5;18.8;5.8;2.4;4.0;9.1;10.8
14.2;60.9;31.6;4.9;7.5;18.8;5.8;2.4;4.0;9.1;10.8
14.2;60.9;31.6;4.9;7.5;18.9;5.8;2.4;4.0;9.1;10.8
14.2;61.0;31.6;4.9;7.5;18.9;5.9;2.4;4.0;9.1;10.9
14.3;61.1;31.7;4.9;7.5;18.9;5.9;2.4;4.0;9.1;10.9
14.3;61.3;31.8;4.9;7.5;19.0;5.9;2.4;4.0;9.1;10.9
14.4;61.5;31.9;4.9;7.6;19.0;5.9;2.4;4.0;9.2;10.9
14.4;61.8;32.1;4.9;7.6;19.1;5.9;2.4;4.0;9.2;11.0
14.5;62.2;32.3;5.0;7.7;19.3;6.0;2.4;4.1;9.3;11.1
14.6;62.7;32.5;5.0;7.7;19.4;6.0;2.4;4.1;9.3;11.2
