1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
97.4;33.1;90.2;0.0;0.0
96.2;33.2;90.2;0.0;0.0
94.8;33.3;90.2;0.0;0.0
93.2;33.4;90.2;0.0;0.0
91.5;33.6;90.2;0.0;0.0
89.6;33.8;90.2;0.0;0.0
87.5;33.9;90.2;0.0;0.0
85.3;34.1;90.2;0.0;0.0
83.0;34.3;90.1;0.0;0.0
80.7;34.5;90.1;0.0;0.0
78.8;34.7;90.1;0.0;0.0
77.3;34.9;90.1;0.0;0.0
76.1;35.1;90.1;0.0;0.0
75.4;35.4;90.1;0.0;0.0
74.9;35.6;90.1;0.0;0.0
74.6;35.8;90.1;0.0;0.0
74.2;36.0;90.1;0.0;0.0
73.7;36.2;90.1;0.0;0.0
73.1;36.4;90.1;0.0;0.0
72.3;36.6;90.1;0.0;0.0
71.5;36.8;90.1;0.0;0.0
70.6;37.0;90.1;0.0;0.0
69.8;37.2;90.1;0.0;0.0
69.1;37.4;90.0;0.0;0.0
68.5;37.5;90.0;0.0;0.0
67.9;37.7;90.0;0.0;0.0
67.4;37.8;90.0;0.0;0.0
66.8;37.9;90.0;0.0;0.0
66.1;38.0;90.0;0.0;0.0
65.2;38.1;90.0;0.0;0.0
64.1;38.2;90.0;0.0;0.0
62.8;38.3;90.0;0.0;0.0
61.3;38.3;90.0;0.0;0.0
59.9;38.3;90.0;0.0;0.0
58.5;38.4;90.0;0.0;0.0
57.4;38.4;90.0;0.0;0.0
56.3;38.4;90.0;0.0;0.0
55.5;38.4;90.0;0.0;0.0
54.8;38.4;90.0;0.0;0.0
54.1;38.3;89.9;0.0;0.0
53.5;38.3;89.9;0.0;0.0
52.8;38.3;89.9;0.0;0.0
52.1;38.2;89.9;0.0;0.0
51.4;38.1;89.9;0.0;0.0
50.6;38.1;89.9;0.0;0.0
49.9;38.0;89.9;0.0;0.0
49.3;37.9;89.9;0.0;0.0
48.8;37.8;89.9;0.0;0.0
48.4;37.6;89.9;0.0;0.0
48.1;37.5;89.9;0.0;0.0
47.9;37.4;89.9;0.0;0.0
47.7;37.3;89.9;0.0;0.0
47.6;37.1;89.9;0.0;0.0
47.4;37.0;89.9;0.0;0.0
