1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
97.9;21.6;112.2;0.0;0.0
96.7;21.6;112.2;0.0;0.0
95.2;21.7;112.2;0.0;0.0
93.6;21.8;112.2;0.0;0.0
91.8;21.8;112.2;0.0;0.0
89.9;21.9;112.2;0.0;0.0
87.8;21.9;112.2;0.0;0.0
85.6;22.0;112.2;0.0;0.0
83.3;22.0;112.2;0.0;0.0
81.1;22.0;112.2;0.0;0.0
79.4;22.1;112.3;0.0;0.0
78.0;22.1;112.3;0.0;0.0
77.0;22.2;112.3;0.0;0.0
76.4;22.2;112.3;0.0;0.0
76.2;22.2;112.3;0.0;0.0
76.2;22.3;112.3;0.0;0.0
76.0;22.3;112.3;0.0;0.0
75.7;22.4;112.3;0.0;0.0
75.4;22.4;112.3;0.0;0.0
74.9;22.4;112.3;0.0;0.0
74.2;22.5;112.3;0.0;0.0
73.6;22.5;112.3;0.0;0.0
73.1;22.6;112.3;0.0;0.0
72.6;22.7;112.4;0.0;0.0
72.2;22.7;112.4;0.0;0.0
71.9;22.8;112.4;0.0;0.0
71.7;22.8;112.4;0.0;0.0
71.4;22.9;112.4;0.0;0.0
70.8;23.0;112.4;0.0;0.0
70.1;23.1;112.4;0.0;0.0
69.1;23.1;112.4;0.0;0.0
68.0;23.2;112.4;0.0;0.0
66.6;23.3;112.4;0.0;0.0
65.2;23.4;112.4;0.0;0.0
63.9;23.5;112.4;0.0;0.0
62.8;23.5;112.4;0.0;0.0
61.8;23.6;112.5;0.0;0.0
61.0;23.7;112.5;0.0;0.0
60.4;23.7;112.5;0.0;0.0
59.8;23.8;112.5;0.0;0.0
59.2;23.9;112.5;0.0;0.0
58.6;23.9;112.5;0.0;0.0
58.0;24.0;112.5;0.0;0.0
57.3;24.0;112.5;0.0;0.0
56.6;24.1;112.5;0.0;0.0
55.9;24.1;112.5;0.0;0.0
55.4;24.1;112.5;0.0;0.0
55.0;24.1;112.5;0.0;0.0
54.7;24.1;112.5;0.0;0.0
54.6;24.1;112.6;0.0;0.0
54.6;24.1;112.6;0.0;0.0
54.6;24.1;112.6;0.0;0.0
54.7;24.1;112.6;0.0;0.0
54.7;24.1;112.6;0.0;0.0
54.8;24.0;112.6;0.0;0.0
54.9;24.0;112.6;0.0;0.0
54.9;24.0;112.6;0.0;0.0
55.1;23.9;112.6;0.0;0.0
55.5;23.9;112.6;0.0;0.0
56.1;23.8;112.6;0.0;0.0
56.9;23.7;112.6;0.0;0.0
57.8;23.7;112.6;0.0;0.0
59.0;23.6;112.7;0.0;0.0
60.3;23.5;112.7;0.0;0.0
61.5;23.5;112.7;0.0;0.0
62.6;23.4;112.7;0.0;0.0
63.6;23.3;112.7;0.0;0.0
64.5;23.2;112.7;0.0;0.0
65.4;23.2;112.7;0.0;0.0
66.3;23.1;112.7;0.0;0.0
67.5;23.0;112.7;0.0;0.0
68.9;22.9;112.7;0.0;0.0
70.5;22.9;112.7;0.0;0.0
72.4;22.8;112.7;0.0;0.0
74.5;22.7;112.7;0.0;0.0
76.7;22.6;112.8;0.0;0.0
78.8;22.6;112.8;0.0;0.0
80.7;22.5;112.8;0.0;0.0
82.6;22.4;112.8;0.0;0.0
84.4;22.4;112.8;0.0;0.0
86.0;22.3;112.8;0.0;0.0
87.7;22.3;112.8;0.0;0.0
89.4;22.2;112.8;0.0;0.0
91.1;22.2;112.8;0.0;0.0
92.7;22.2;112.8;0.1;0.1
94.3;22.1;112.8;0.1;0.2
96.0;22.1;112.8;0.2;0.4
97.5;22.1;112.8;0.3;0.6
98.8;22.1;112.9;0.4;0.8
99.8;22.0;112.9;0.6;1.1
100.6;22.0;112.9;0.8;1.4
101.1;22.0;112.9;1.0;1.7
101.4;22.0;112.9;1.2;2.1
101.4;22.1;112.9;1.5;2.6
101.3;22.1;112.9;1.8;3.1
101.1;22.1;112.9;2.2;3.7
100.6;22.2;112.9;2.5;4.4
100.1;22.2;112.9;3.0;5.1
99.4;22.3;112.9;3.4;5.8
