1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
127.3;8.3;92.8;0.0;0.0
126.1;8.3;92.8;0.0;0.0
124.7;8.4;92.8;0.0;0.0
123.0;8.4;92.7;0.0;0.0
121.1;8.5;92.7;0.0;0.0
119.2;8.6;92.7;0.0;0.0
117.1;8.7;92.7;0.0;0.0
114.9;8.8;92.7;0.0;0.0
112.5;9.0;92.7;0.0;0.0
110.3;9.1;92.7;0.0;0.0
108.5;9.2;92.7;0.0;0.0
107.0;9.4;92.7;0.0;0.0
106.0;9.5;92.7;0.0;0.0
105.3;9.6;92.6;0.0;0.0
105.0;9.8;92.6;0.0;0.0
104.9;9.9;92.6;0.0;0.0
104.7;10.0;92.6;0.0;0.0
104.4;10.1;92.6;0.0;0.0
104.0;10.2;92.6;0.0;0.0
103.5;10.3;92.6;0.0;0.0
102.9;10.4;92.6;0.0;0.0
102.4;10.5;92.6;0.0;0.0
101.9;10.5;92.6;0.0;0.0
101.5;10.5;92.5;0.0;0.0
101.2;10.5;92.5;0.0;0.0
101.0;10.5;92.5;0.0;0.0
100.9;10.5;92.5;0.0;0.0
100.8;10.4;92.5;0.0;0.0
100.4;10.3;92.5;0.0;0.0
99.9;10.3;92.5;0.0;0.0
99.1;10.2;92.5;0.0;0.0
98.2;10.1;92.5;0.0;0.0
97.0;9.9;92.5;0.0;0.0
95.8;9.8;92.4;0.0;0.0
94.8;9.7;92.4;0.0;0.0
93.9;9.6;92.4;0.0;0.0
93.2;9.4;92.4;0.0;0.0
92.6;9.3;92.4;0.0;0.0
92.1;9.2;92.4;0.0;0.0
91.8;9.1;92.4;0.0;0.0
91.4;9.0;92.4;0.0;0.0
90.9;8.9;92.4;0.0;0.0
90.5;8.8;92.4;0.0;0.0
90.0;8.7;92.3;0.0;0.0
89.5;8.6;92.3;0.0;0.0
89.0;8.6;92.3;0.0;0.0
88.6;8.5;92.3;0.0;0.0
88.4;8.5;92.3;0.0;0.0
88.2;8.4;92.3;0.0;0.0
88.1;8.4;92.3;0.0;0.0
88.1;8.4;92.3;0.0;0.0
88.1;8.5;92.3;0.0;0.0
88.2;8.5;92.3;0.0;0.0
88.2;8.5;92.2;0.0;0.0
88.3;8.6;92.2;0.0;0.0
88.3;8.6;92.2;0.0;0.0
88.3;8.7;92.2;0.0;0.0
88.4;8.8;92.2;0.0;0.0
88.8;8.9;92.2;0.0;0.0
89.3;8.9;92.2;0.0;0.0
90.0;9.0;92.2;0.0;0.0
90.9;9.1;92.2;0.0;0.0
92.0;9.2;92.2;0.0;0.0
93.2;9.3;92.1;0.0;0.0
94.2;9.5;92.1;0.0;0.0
95.2;9.6;92.1;0.0;0.0
96.1;9.7;92.1;0.0;0.0
96.9;9.8;92.1;0.0;0.0
97.6;9.9;92.1;0.0;0.0
98.4;10.0;92.1;0.0;0.0
99.5;10.1;92.1;0.0;0.0
100.8;10.2;92.1;0.0;0.0
102.4;10.3;92.1;0.0;0.0
104.2;10.3;92.0;0.0;0.0
106.3;10.4;92.0;0.0;0.0
108.4;10.5;92.0;0.0;0.0
110.5;10.5;92.0;0.0;0.0
112.4;10.6;92.0;0.0;0.0
114.2;10.6;92.0;0.0;0.0
116.0;10.7;92.0;0.0;0.0
117.6;10.7;92.0;0.0;0.0
119.3;10.8;92.0;0.0;0.0
121.0;10.8;92.0;0.0;0.0
122.6;10.8;91.9;0.0;0.0
124.3;10.9;91.9;0.1;0.1
126.0;10.9;91.9;0.1;0.3
127.7;10.9;91.9;0.2;0.4
129.3;10.9;91.9;0.2;0.6
130.7;10.9;91.9;0.3;0.8
131.9;10.9;91.9;0.4;1.1
132.8;11.0;91.9;0.5;1.4
133.5;11.0;91.9;0.6;1.8
134.0;11.0;91.9;0.8;2.2
