1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
127.7;8.4;93.7;0.0;0.0
126.2;8.2;92.4;0.0;0.0
126.6;8.4;93.7;0.0;0.0
124.7;8.5;92.8;0.0;0.0
125.4;8.5;93.8;0.0;0.0
122.6;8.5;94.0;0.0;0.0
119.1;8.6;94.5;0.0;0.0
118.1;8.6;92.6;0.0;0.0
117.6;8.9;91.9;0.0;0.0
112.3;8.8;92.8;0.0;0.0
112.0;9.2;92.9;0.0;0.0
106.0;9.2;92.9;0.0;0.0
108.2;9.2;91.8;0.0;0.0
104.9;9.4;92.7;0.0;0.0
105.7;9.6;93.1;0.0;0.0
105.3;9.7;91.5;0.0;0.0
103.0;9.8;92.5;0.0;0.0
102.5;9.9;93.6;0.0;0.0
105.2;10.0;92.7;0.0;0.0
103.6;10.2;92.9;0.0;0.0
102.8;10.4;91.6;0.0;0.0
100.5;10.4;93.2;0.0;0.0
102.7;10.5;94.5;0.0;0.0
103.0;10.6;92.9;0.0;0.0
103.7;10.5;92.2;0.0;0.0
100.4;10.7;92.2;0.0;0.0
100.8;10.4;91.8;0.0;0.0
100.9;10.4;93.1;0.0;0.0
100.7;10.3;91.0;0.0;0.0
100.2;10.3;91.3;0.0;0.0
100.3;10.2;91.6;0.0;0.0
99.3;10.3;91.9;0.0;0.0
97.0;10.1;92.5;0.0;0.0
94.9;9.9;91.1;0.0;0.0
95.3;9.9;91.2;0.0;0.0
95.3;9.6;92.2;0.0;0.0
94.0;9.6;91.7;0.0;0.0
93.2;9.3;92.6;0.0;0.0
94.5;9.4;93.1;0.0;0.0
91.9;9.2;92.8;0.0;0.0
91.3;9.1;92.2;0.0;0.0
89.6;9.0;93.1;0.0;0.0
92.1;8.9;94.2;0.0;0.0
89.7;8.9;92.1;0.0;0.0
88.9;8.7;91.9;0.0;0.0
90.3;8.6;90.5;0.0;0.0
89.2;8.6;93.0;0.0;0.0
90.4;8.7;91.9;0.0;0.0
88.2;8.5;92.8;0.0;0.0
89.6;8.4;91.5;0.0;0.0
87.4;8.3;93.6;0.0;0.0
88.9;8.5;91.8;0.0;0.0
88.0;8.4;94.2;0.0;0.0
87.1;8.6;93.7;0.0;0.0
88.8;8.6;91.2;0.0;0.0
87.7;8.6;90.5;0.0;0.0
86.9;8.7;92.5;0.0;0.0
89.0;8.7;91.1;0.0;0.0
87.3;8.8;92.4;0.0;0.0
88.9;8.8;91.9;0.0;0.0
88.8;9.1;93.3;0.0;0.0
90.5;9.1;90.5;0.0;0.0
90.6;9.2;90.3;0.0;0.0
91.4;9.4;92.1;0.0;0.0
93.4;9.1;91.9;0.0;0.0
91.6;9.4;91.9;0.0;0.0
94.6;9.6;92.8;0.0;0.0
98.2;9.7;92.3;0.0;0.0
98.0;9.7;93.4;0.0;0.0
96.9;9.9;90.5;0.0;0.0
98.4;10.0;91.1;0.0;0.0
99.7;10.1;92.6;0.0;0.0
101.2;10.3;90.0;0.0;0.0
102.6;10.2;92.9;0.0;0.0
101.6;10.3;91.8;0.0;0.0
105.7;10.3;93.4;0.0;0.0
108.9;10.4;91.7;0.0;0.0
109.1;10.7;93.7;0.0;0.0
111.5;10.7;91.3;0.0;0.0
114.6;10.7;92.7;0.0;0.0
116.0;10.8;92.5;0.0;0.0
117.5;10.8;92.4;0.0;0.0
119.6;10.9;91.2;0.0;0.0
120.0;10.8;92.6;0.0;0.0
122.3;10.9;93.6;0.0;0.0
125.5;10.8;91.1;0.1;0.1
125.9;10.8;92.1;0.1;0.3
129.0;10.9;91.8;0.2;0.4
130.0;11.1;91.6;0.2;0.6
129.4;11.0;92.4;0.3;0.8
133.0;10.8;92.5;0.4;1.1
132.8;10.9;92.3;0.5;1.4
134.5;10.8;91.7;0.6;1.7
135.0;11.0;91.9;0.8;2.1
135.2;11.1;92.3;0.9;2.6
134.4;11.0;92.0;1.1;3.1
132.8;11.1;92.4;1.3;3.6
134.9;11.0;91.7;1.6;4.3
133.4;10.9;92.3;1.8;4.8
134.0;11.1;92.2;2.2;5.6
133.9;11.1;91.4;2.4;6.3
133.7;11.1;92.6;2.8;6.9
132.5;11.2;90.5;3.1;7.7
131.9;11.0;92.8;3.5;8.4
132.4;11.2;89.6;3.8;9.3
132.7;11.2;90.7;4.3;10.1
130.8;11.2;94.2;4.7;10.7
128.9;11.1;91.7;5.2;11.5
129.2;11.3;91.1;5.5;12.0
127.7;11.5;93.0;6.1;12.6
126.8;11.3;93.7;6.5;13.2
130.2;11.3;92.9;6.9;13.7
125.5;11.5;91.4;7.5;14.8
124.6;11.3;91.3;8.0;15.3
121.7;11.4;90.9;8.4;15.7
122.7;11.4;90.4;9.1;15.9
122.9;11.4;91.9;9.5;16.6
120.2;11.7;90.9;9.9;16.9
119.9;11.7;92.4;10.5;17.7
120.7;11.6;91.6;10.9;17.9
119.1;12.0;90.1;11.5;18.3
119.7;12.0;91.3;11.9;18.2
118.9;12.0;90.9;12.2;18.7
115.5;12.1;91.1;12.7;18.6
116.1;12.1;91.8;13.4;18.9
116.4;12.1;92.8;13.6;19.0
117.7;12.2;92.2;13.9;19.0
116.0;12.2;93.2;14.3;19.2
115.0;12.5;91.9;14.7;18.7
116.1;12.3;91.8;15.1;18.9
113.2;12.7;90.7;15.6;19.1
114.5;12.6;92.0;16.0;19.2
115.2;12.4;91.6;16.1;19.1
112.4;13.2;90.6;16.5;19.3
113.7;13.0;91.7;16.6;18.9
112.1;13.1;89.7;17.0;18.3
110.6;13.2;90.5;17.1;18.6
111.4;13.4;90.2;17.3;18.6
112.2;13.5;91.4;17.7;18.8
112.2;13.5;91.3;18.2;18.0
112.0;13.8;92.4;18.3;18.8
113.7;13.8;90.5;18.3;18.6
112.6;14.3;92.0;18.3;18.3
113.6;14.7;93.0;18.6;18.2
112.1;14.5;92.3;18.8;18.7
113.1;14.8;91.9;18.6;18.3
110.9;14.9;90.3;18.9;18.0
111.7;15.4;91.9;18.8;18.1
110.7;15.4;91.5;19.0;18.0
110.9;15.6;92.7;18.9;18.2
108.1;16.2;91.1;18.9;18.6
109.5;16.2;91.4;18.5;18.0
108.0;16.4;90.6;18.5;17.9
108.1;16.6;92.3;18.5;18.1
109.9;16.9;90.8;18.3;17.8
107.9;17.4;90.3;18.1;18.1
108.4;17.4;90.4;18.0;17.8
109.4;17.7;90.5;17.7;17.9
107.6;17.9;92.5;17.6;17.7
107.8;18.1;89.8;17.7;17.6
105.9;18.4;90.6;16.5;17.4
105.8;18.2;92.2;16.4;17.4
105.2;18.5;90.8;16.5;17.0
106.5;18.8;90.0;15.9;16.8
106.9;18.9;91.2;15.5;16.9
105.8;19.0;92.7;15.2;16.4
104.3;19.4;92.6;14.9;16.2
106.9;19.3;90.5;14.1;16.2
107.9;19.6;90.6;13.8;15.6
110.1;19.6;91.6;13.3;15.2
109.9;19.4;92.3;12.6;15.1
110.9;19.4;91.2;12.1;14.4
112.0;19.4;91.4;11.5;13.9
113.2;18.8;91.4;11.2;13.5
112.0;19.2;90.5;10.6;13.0
113.6;19.3;93.3;10.0;12.2
115.4;18.9;91.6;9.2;11.7
114.3;18.9;89.6;8.5;11.1
115.2;18.5;90.1;7.9;10.4
115.5;18.8;90.4;7.3;9.7
115.5;18.5;90.2;6.7;9.3
117.5;18.5;90.5;6.2;8.3
120.6;18.1;89.0;5.7;7.7
120.1;17.9;88.8;4.9;6.8
122.8;17.8;89.7;4.4;6.2
121.3;17.9;89.9;3.9;5.4
122.3;17.8;90.7;3.4;4.7
123.5;17.4;89.1;2.8;4.1
124.3;17.3;90.7;2.3;3.3
124.3;17.8;92.8;1.9;2.8
125.9;17.4;91.5;1.5;2.2
123.9;17.3;91.1;1.1;1.7
125.4;17.4;91.0;0.9;1.2
127.5;17.3;90.4;0.6;0.9
125.9;17.4;90.3;0.4;0.6
126.6;17.3;91.0;0.2;0.3
124.9;18.0;89.7;0.1;0.2
123.7;17.6;91.8;0.0;0.0
125.5;17.7;91.7;0.0;0.0
124.6;18.0;91.7;0.0;0.0
122.7;18.2;90.4;0.0;0.0
124.7;18.5;90.2;0.0;0.0
125.1;18.6;90.7;0.0;0.0
122.5;18.5;89.0;0.0;0.0
123.2;18.7;90.1;0.0;0.0
123.6;19.3;92.0;0.0;0.0
122.3;19.6;90.3;0.0;0.1
123.4;19.8;91.1;0.1;0.1
120.8;19.7;92.7;0.1;0.1
122.8;20.1;89.5;0.1;0.1
124.1;20.4;90.8;0.1;0.1
125.4;20.6;91.0;0.0;0.1
123.6;20.5;90.2;0.0;0.0
