1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
82.7;44.5;105.6;0.0;0.0
81.7;44.5;105.6;0.0;0.0
80.3;44.5;105.6;0.0;0.0
78.8;44.4;105.6;0.0;0.0
77.1;44.3;105.6;0.0;0.0
75.3;44.3;105.6;0.0;0.0
73.4;44.2;105.6;0.0;0.0
71.4;44.1;105.6;0.0;0.0
69.2;43.9;105.6;0.0;0.0
67.2;43.8;105.7;0.0;0.0
65.6;43.7;105.7;0.0;0.0
64.4;43.5;105.7;0.0;0.0
63.6;43.4;105.7;0.0;0.0
63.2;43.2;105.7;0.0;0.0
63.2;43.1;105.7;0.0;0.0
63.4;42.9;105.7;0.0;0.0
63.5;42.7;105.7;0.0;0.0
63.4;42.6;105.7;0.0;0.0
63.3;42.4;105.7;0.0;0.0
63.0;42.2;105.7;0.0;0.0
62.6;42.0;105.7;0.0;0.0
62.3;41.8;105.7;0.0;0.0
62.0;41.7;105.7;0.0;0.0
61.8;41.5;105.7;0.0;0.0
61.6;41.3;105.7;0.0;0.0
61.6;41.1;105.7;0.0;0.0
61.6;40.9;105.7;0.0;0.0
61.5;40.8;105.7;0.0;0.0
61.3;40.6;105.7;0.0;0.0
60.8;40.4;105.8;0.0;0.0
60.0;40.3;105.8;0.0;0.0
59.1;40.1;105.8;0.0;0.0
57.9;40.0;105.8;0.0;0.0
56.7;39.8;105.8;0.0;0.0
55.6;39.7;105.8;0.0;0.0
54.7;39.5;105.8;0.0;0.0
54.0;39.4;105.8;0.0;0.0
53.4;39.2;105.8;0.0;0.0
52.9;39.1;105.8;0.0;0.0
52.5;39.0;105.8;0.0;0.0
52.1;38.8;105.8;0.0;0.0
51.7;38.7;105.8;0.0;0.0
51.2;38.6;105.8;0.0;0.0
50.7;38.5;105.8;0.0;0.0
50.1;38.4;105.8;0.0;0.0
49.6;38.3;105.8;0.0;0.0
49.2;38.2;105.8;0.0;0.0
48.9;38.1;105.8;0.0;0.0
48.7;38.0;105.8;0.0;0.0
48.6;38.0;105.8;0.0;0.0
48.6;37.9;105.9;0.0;0.0
48.7;37.8;105.9;0.0;0.0
48.7;37.8;105.9;0.0;0.0
48.8;37.7;105.9;0.0;0.0
48.9;37.6;105.9;0.0;0.0
49.0;37.6;105.9;0.0;0.0
49.1;37.5;105.9;0.0;0.0
49.3;37.5;105.9;0.0;0.0
49.7;37.4;105.9;0.0;0.0
50.3;37.3;105.9;0.0;0.0
51.2;37.3;105.9;0.0;0.0
52.2;37.2;105.9;0.0;0.0
53.4;37.1;105.9;0.0;0.0
54.7;37.0;105.9;0.0;0.0
55.9;36.9;105.9;0.0;0.0
57.1;36.8;105.9;0.0;0.0
58.1;36.7;105.9;0.0;0.0
59.1;36.6;105.9;0.0;0.0
60.0;36.5;105.9;0.0;0.0
61.0;36.4;105.9;0.0;0.0
62.3;36.2;105.9;0.0;0.0
63.9;36.1;106.0;0.0;0.0
65.7;35.9;106.0;0.0;0.0
67.8;35.7;106.0;0.0;0.0
70.2;35.5;106.0;0.0;0.0
72.6;35.3;106.0;0.0;0.0
75.0;35.1;106.0;0.0;0.0
77.2;34.9;106.0;0.0;0.0
79.3;34.7;106.0;0.0;0.0
81.4;34.5;106.0;0.0;0.0
83.3;34.3;106.0;0.0;0.0
85.2;34.0;106.0;0.0;0.0
87.1;33.8;106.0;0.0;0.0
89.0;33.6;106.0;0.0;0.0
90.9;33.4;106.0;0.1;0.1
92.7;33.2;106.0;0.2;0.2
94.6;33.0;106.0;0.4;0.4
96.3;32.8;106.0;0.5;0.5
97.7;32.6;106.0;0.7;0.7
98.9;32.4;106.0;1.0;1.0
99.8;32.2;106.0;1.3;1.2
100.4;32.1;106.0;1.6;1.5
100.7;31.9;106.1;2.0;1.9
100.8;31.8;106.1;2.4;2.3
100.7;31.6;106.1;2.9;2.8
100.5;31.5;106.1;3.4;3.3
100.1;31.4;106.1;4.0;3.9
99.5;31.3;106.1;4.6;4.5
98.9;31.2;106.1;5.2;5.2
98.1;31.2;106.1;5.8;5.9
97.2;31.1;106.1;6.5;6.6
96.3;31.1;106.1;7.2;7.4
95.3;31.0;106.1;7.8;8.3
94.2;31.0;106.1;8.5;9.1
93.2;30.9;106.1;9.2;9.9
92.1;30.9;106.1;9.8;10.8
91.1;30.9;106.1;10.4;11.7
90.1;30.8;106.1;10.9;12.6
89.1;30.8;106.1;11.5;13.4
88.2;30.7;106.1;12.0;14.3
87.4;30.7;106.1;12.4;15.2
86.6;30.6;106.1;12.8;16.0
85.8;30.6;106.2;13.2;16.9
85.1;30.5;106.2;13.6;17.7
84.3;30.4;106.2;13.9;18.5
83.5;30.3;106.2;14.1;19.3
82.8;30.2;106.2;14.3;20.0
82.1;30.1;106.2;14.5;20.8
81.5;30.0;106.2;14.6;21.5
80.9;29.8;106.2;14.7;22.1
80.4;29.6;106.2;14.8;22.8
80.0;29.4;106.2;14.8;23.4
79.7;29.2;106.2;14.8;23.9
79.4;29.0;106.2;14.7;24.5
79.2;28.8;106.2;14.6;25.0
79.1;28.6;106.2;14.5;25.4
79.0;28.3;106.2;14.4;25.9
79.0;28.1;106.2;14.3;26.3
79.1;27.9;106.2;14.1;26.6
79.1;27.7;106.2;13.9;27.0
79.3;27.4;106.2;13.7;27.3
79.5;27.2;106.2;13.5;27.5
79.7;27.0;106.2;13.3;27.8
80.0;26.8;106.3;13.1;28.0
80.4;26.6;106.3;12.9;28.1
80.8;26.4;106.3;12.7;28.3
81.2;26.3;106.3;12.5;28.4
81.7;26.1;106.3;12.2;28.4
82.2;26.0;106.3;12.1;28.5
82.8;25.9;106.3;11.9;28.5
83.4;25.8;106.3;11.7;28.5
83.9;25.8;106.3;11.6;28.4
84.2;25.7;106.3;11.4;28.4
84.4;25.7;106.3;11.3;28.3
84.3;25.8;106.3;11.2;28.1
84.1;25.8;106.3;11.2;28.0
83.7;25.9;106.3;11.1;27.8
83.3;26.0;106.3;11.1;27.6
83.1;26.1;106.3;11.1;27.3
83.0;26.2;106.3;11.1;27.1
83.1;26.4;106.3;11.1;26.8
83.4;26.6;106.3;11.1;26.4
83.8;26.7;106.3;11.2;26.1
84.3;26.9;106.3;11.2;25.7
84.5;27.1;106.4;11.3;25.3
84.5;27.3;106.4;11.3;24.8
84.3;27.5;106.4;11.4;24.4
83.9;27.8;106.4;11.4;23.9
83.3;28.0;106.4;11.5;23.3
82.7;28.2;106.4;11.5;22.8
82.2;28.4;106.4;11.5;22.2
82.0;28.6;106.4;11.5;21.6
81.9;28.7;106.4;11.5;20.9
81.9;28.9;106.4;11.4;20.3
82.2;29.1;106.4;11.4;19.6
82.6;29.2;106.4;11.3;18.8
83.1;29.3;106.4;11.2;18.1
83.7;29.4;106.4;11.0;17.3
84.5;29.4;106.4;10.8;16.5
85.4;29.4;106.4;10.6;15.7
86.4;29.4;106.4;10.4;14.9
87.4;29.4;106.4;10.1;14.1
88.3;29.4;106.4;9.8;13.2
89.1;29.3;106.4;9.4;12.4
89.8;29.2;106.4;9.0;11.5
90.4;29.1;106.5;8.6;10.7
90.8;29.0;106.5;8.1;9.9
91.2;28.8;106.5;7.7;9.1
91.8;28.6;106.5;7.2;8.3
92.5;28.4;106.5;6.6;7.5
93.3;28.2;106.5;6.1;6.8
94.3;28.0;106.5;5.6;6.1
95.3;27.8;106.5;5.0;5.4
96.4;27.6;106.5;4.5;4.7
