1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
119.3;36.5;72.1;0.0;0.0
118.1;36.4;72.1;0.0;0.0
116.7;36.4;72.2;0.0;0.0
115.2;36.3;72.2;0.0;0.0
113.5;36.3;72.2;0.0;0.0
111.7;36.2;72.2;0.0;0.0
109.8;36.1;72.2;0.0;0.0
107.8;35.9;72.2;0.0;0.0
105.7;35.8;72.2;0.0;0.0
103.7;35.7;72.2;0.0;0.0
102.2;35.5;72.2;0.0;0.0
101.0;35.4;72.3;0.0;0.0
100.2;35.2;72.3;0.0;0.0
99.8;35.1;72.3;0.0;0.0
99.8;34.9;72.3;0.0;0.0
99.9;34.8;72.3;0.0;0.0
99.9;34.7;72.3;0.0;0.0
99.8;34.6;72.3;0.0;0.0
99.5;34.5;72.3;0.0;0.0
99.2;34.4;72.4;0.0;0.0
98.7;34.4;72.4;0.0;0.0
98.2;34.4;72.4;0.0;0.0
97.7;34.4;72.4;0.0;0.0
97.3;34.4;72.4;0.0;0.0
97.0;34.5;72.4;0.0;0.0
96.6;34.5;72.4;0.0;0.0
96.4;34.6;72.4;0.0;0.0
96.0;34.8;72.4;0.0;0.0
95.4;34.9;72.5;0.0;0.0
94.6;35.1;72.5;0.0;0.0
93.6;35.3;72.5;0.0;0.0
92.3;35.5;72.5;0.0;0.0
90.8;35.7;72.5;0.0;0.0
89.3;35.9;72.5;0.0;0.0
87.9;36.1;72.5;0.0;0.0
86.6;36.3;72.5;0.0;0.0
85.6;36.5;72.6;0.0;0.0
84.6;36.7;72.6;0.0;0.0
83.8;36.9;72.6;0.0;0.0
83.2;37.1;72.6;0.0;0.0
82.5;37.2;72.6;0.0;0.0
81.8;37.4;72.6;0.0;0.0
81.1;37.5;72.6;0.0;0.0
80.4;37.6;72.6;0.0;0.0
79.7;37.6;72.7;0.0;0.0
79.2;37.6;72.7;0.0;0.0
78.7;37.6;72.7;0.0;0.0
78.4;37.6;72.7;0.0;0.0
78.3;37.5;72.7;0.0;0.0
78.3;37.4;72.7;0.0;0.0
78.5;37.2;72.7;0.0;0.0
78.7;37.0;72.7;0.0;0.0
79.0;36.8;72.7;0.0;0.0
79.3;36.6;72.8;0.0;0.0
79.6;36.3;72.8;0.0;0.0
79.9;36.0;72.8;0.0;0.0
80.3;35.7;72.8;0.0;0.0
80.7;35.4;72.8;0.0;0.0
81.4;35.2;72.8;0.0;0.0
82.3;34.9;72.8;0.0;0.0
83.4;34.6;72.8;0.0;0.0
84.6;34.3;72.9;0.0;0.0
86.1;34.0;72.9;0.0;0.0
87.6;33.7;72.9;0.0;0.0
89.0;33.5;72.9;0.0;0.0
