1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
112.7;35.4;89.5;0.0;0.0
112.7;35.7;87.5;0.0;0.0
111.7;35.1;88.7;0.0;0.0
110.5;35.0;87.5;0.0;0.0
108.7;34.5;88.7;0.0;0.0
107.0;34.1;89.4;0.0;0.0
105.4;34.7;87.0;0.0;0.0
103.6;33.8;87.1;0.0;0.0
102.7;33.8;88.6;0.0;0.0
101.3;33.7;89.1;0.0;0.0
97.9;34.0;88.2;0.0;0.0
94.7;33.4;87.3;0.0;0.0
94.2;33.1;88.3;0.0;0.0
95.0;33.3;90.0;0.0;0.0
92.4;32.8;89.0;0.0;0.0
93.8;33.3;86.8;0.0;0.0
92.4;32.9;89.0;0.0;0.0
91.9;32.7;88.8;0.0;0.0
92.2;32.9;89.8;0.0;0.0
93.1;32.6;88.7;0.0;0.0
91.9;32.7;87.8;0.0;0.0
91.8;32.2;88.2;0.0;0.0
93.0;32.7;90.1;0.0;0.0
90.4;32.2;88.2;0.0;0.0
89.1;32.4;88.8;0.0;0.0
90.2;32.0;87.9;0.0;0.0
89.5;32.6;88.3;0.0;0.0
90.5;32.4;88.9;0.0;0.0
88.2;32.4;88.5;0.0;0.0
87.3;32.5;87.0;0.0;0.0
89.2;32.5;88.4;0.0;0.0
88.4;32.8;87.3;0.0;0.0
84.5;32.7;88.2;0.0;0.0
85.5;32.3;89.8;0.0;0.0
84.2;32.8;88.6;0.0;0.0
83.1;32.1;88.1;0.0;0.0
81.7;32.2;87.7;0.0;0.0
79.8;33.0;87.1;0.0;0.0
78.9;32.9;88.4;0.0;0.0
77.8;32.8;87.3;0.0;0.0
77.7;32.7;88.3;0.0;0.0
76.8;32.6;88.3;0.0;0.0
76.5;32.8;86.9;0.0;0.0
76.0;33.4;88.1;0.0;0.0
77.2;33.0;89.0;0.0;0.0
74.2;33.5;88.6;0.0;0.0
72.7;33.6;88.2;0.0;0.0
75.0;33.3;88.6;0.0;0.0
73.3;34.0;88.1;0.0;0.0
72.6;33.9;89.6;0.0;0.0
72.6;34.0;88.8;0.0;0.0
72.9;33.6;89.0;0.0;0.0
72.3;34.6;88.4;0.0;0.0
71.1;34.2;88.7;0.0;0.0
72.2;34.9;87.9;0.0;0.0
70.9;35.3;89.3;0.0;0.0
71.1;35.4;88.7;0.0;0.0
71.0;35.2;90.0;0.0;0.0
70.7;35.1;88.5;0.0;0.0
70.4;35.5;87.3;0.0;0.0
72.3;35.9;89.1;0.0;0.0
72.0;35.8;87.3;0.0;0.0
74.7;36.7;89.2;0.0;0.0
74.1;36.1;88.9;0.0;0.0
73.5;36.2;89.5;0.0;0.0
75.2;36.0;88.1;0.0;0.0
77.3;36.2;89.1;0.0;0.0
78.6;36.8;90.1;0.0;0.0
78.1;36.1;87.9;0.0;0.0
80.4;35.7;87.4;0.0;0.0
79.9;35.7;89.6;0.0;0.0
83.3;34.7;88.1;0.0;0.0
84.9;34.8;88.7;0.0;0.0
87.2;34.6;88.3;0.0;0.0
87.3;34.7;88.2;0.0;0.0
91.7;34.0;88.9;0.0;0.0
94.2;33.5;88.2;0.0;0.0
96.4;33.2;88.7;0.0;0.0
99.8;33.1;87.5;0.0;0.0
101.7;32.3;90.1;0.0;0.0
102.5;32.6;89.3;0.0;0.0
104.9;31.9;88.1;0.0;0.0
108.4;30.3;90.0;0.0;0.0
111.5;30.6;89.0;0.0;0.0
109.9;29.1;88.1;0.0;0.0
114.8;29.2;89.4;0.1;0.1
115.7;29.0;89.1;0.1;0.2
117.9;29.0;89.7;0.2;0.3
119.6;28.2;88.8;0.3;0.4
121.1;27.5;89.2;0.4;0.6
122.5;27.7;89.1;0.5;0.8
124.3;27.2;89.4;0.6;1.0
127.1;26.7;86.3;0.8;1.2
125.0;25.8;89.4;1.0;1.5
129.1;25.8;89.3;1.2;1.8
126.6;26.2;87.8;1.5;2.2
127.3;26.4;88.6;1.8;2.5
127.1;25.3;88.8;2.2;3.0
129.0;25.9;90.5;2.6;3.5
126.0;25.6;89.1;2.9;3.9
126.0;25.6;88.2;3.4;4.5
126.3;25.7;89.1;3.9;5.1
125.5;25.3;87.6;4.5;5.7
124.2;25.1;87.4;5.0;6.3
123.3;26.1;88.8;5.4;6.9
124.6;25.9;88.7;6.1;7.6
120.5;26.2;89.2;6.7;8.2
119.8;26.3;87.7;7.2;8.8
120.9;26.8;87.2;7.8;9.4
118.0;26.6;87.9;8.3;10.0
117.6;27.3;89.2;8.9;10.6
117.4;26.9;88.3;9.6;11.1
116.1;27.6;87.9;10.0;11.8
116.3;27.6;88.7;10.5;12.4
114.8;27.5;89.2;11.1;13.1
114.7;28.0;88.2;11.7;13.5
114.4;28.3;88.5;12.4;14.3
111.1;28.2;90.8;12.8;14.7
110.6;28.2;87.6;13.4;15.3
109.2;28.1;88.1;14.0;16.1
109.3;28.3;88.8;14.2;16.0
107.4;28.3;88.9;15.0;17.0
107.2;28.3;88.3;15.6;17.3
104.7;28.3;88.3;15.9;17.6
104.4;28.2;90.1;16.4;18.2
105.1;28.6;86.7;17.2;18.7
103.0;28.2;87.1;17.5;19.0
102.0;28.3;89.0;17.8;19.3
101.1;28.0;88.5;18.2;20.0
100.3;28.1;88.3;18.3;20.7
101.4;27.3;88.5;19.0;21.2
98.3;27.4;89.9;19.4;21.4
98.7;27.7;89.2;19.6;21.9
100.6;27.0;89.3;19.7;21.8
98.4;26.7;88.6;19.8;22.2
99.3;27.1;89.4;20.3;21.9
97.7;25.9;88.4;20.3;22.1
98.2;26.1;89.4;20.7;22.6
