1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
125.6;33.4;70.3;0.0;0.0
124.2;33.6;70.3;0.0;0.0
122.6;33.8;70.4;0.0;0.0
120.8;34.0;70.4;0.0;0.0
118.8;34.2;70.4;0.0;0.0
116.7;34.4;70.4;0.0;0.0
114.4;34.7;70.4;0.0;0.0
112.0;34.9;70.5;0.0;0.0
109.5;35.2;70.5;0.0;0.0
107.1;35.4;70.5;0.0;0.0
105.1;35.6;70.5;0.0;0.0
103.5;35.9;70.5;0.0;0.0
102.3;36.1;70.6;0.0;0.0
101.5;36.4;70.6;0.0;0.0
101.1;36.6;70.6;0.0;0.0
100.8;36.8;70.6;0.0;0.0
100.5;37.0;70.6;0.0;0.0
100.0;37.2;70.6;0.0;0.0
99.5;37.4;70.7;0.0;0.0
98.9;37.6;70.7;0.0;0.0
98.2;37.7;70.7;0.0;0.0
97.5;37.9;70.7;0.0;0.0
97.0;38.0;70.7;0.0;0.0
96.5;38.1;70.8;0.0;0.0
96.1;38.2;70.8;0.0;0.0
95.9;38.2;70.8;0.0;0.0
95.7;38.2;70.8;0.0;0.0
95.5;38.2;70.8;0.0;0.0
95.1;38.2;70.9;0.0;0.0
94.5;38.2;70.9;0.0;0.0
93.6;38.1;70.9;0.0;0.0
92.6;38.1;70.9;0.0;0.0
91.3;38.0;70.9;0.0;0.0
90.1;37.9;71.0;0.0;0.0
88.9;37.9;71.0;0.0;0.0
88.0;37.8;71.0;0.0;0.0
87.2;37.7;71.0;0.0;0.0
86.6;37.6;71.0;0.0;0.0
86.1;37.5;71.1;0.0;0.0
85.7;37.4;71.1;0.0;0.0
85.2;37.3;71.1;0.0;0.0
84.7;37.2;71.1;0.0;0.0
84.2;37.1;71.1;0.0;0.0
83.7;37.1;71.2;0.0;0.0
83.1;37.0;71.2;0.0;0.0
82.6;37.0;71.2;0.0;0.0
82.1;36.9;71.2;0.0;0.0
81.8;36.9;71.2;0.0;0.0
81.5;36.9;71.3;0.0;0.0
81.4;36.9;71.3;0.0;0.0
81.3;36.9;71.3;0.0;0.0
81.3;37.0;71.3;0.0;0.0
81.3;37.0;71.3;0.0;0.0
81.3;37.1;71.4;0.0;0.0
81.3;37.2;71.4;0.0;0.0
81.3;37.3;71.4;0.0;0.0
81.2;37.4;71.4;0.0;0.0
81.3;37.5;71.4;0.0;0.0
81.6;37.6;71.5;0.0;0.0
82.0;37.8;71.5;0.0;0.0
82.7;37.9;71.5;0.0;0.0
83.5;38.1;71.5;0.0;0.0
84.6;38.2;71.5;0.0;0.0
85.7;38.4;71.6;0.0;0.0
86.7;38.5;71.6;0.0;0.0
87.6;38.7;71.6;0.0;0.0
88.4;38.9;71.6;0.0;0.0
89.1;39.1;71.6;0.0;0.0
89.7;39.3;71.7;0.0;0.0
90.4;39.5;71.7;0.0;0.0
91.4;39.7;71.7;0.0;0.0
92.6;39.9;71.7;0.0;0.0
94.1;40.0;71.7;0.0;0.0
95.8;40.2;71.8;0.0;0.0
97.8;40.4;71.8;0.0;0.0
99.9;40.6;71.8;0.0;0.0
101.9;40.8;71.8;0.0;0.0
103.8;41.0;71.8;0.0;0.0
105.6;41.2;71.9;0.0;0.0
107.2;41.4;71.9;0.0;0.0
108.8;41.6;71.9;0.0;0.0
110.3;41.7;71.9;0.0;0.0
111.9;41.9;71.9;0.0;0.0
113.5;42.1;72.0;0.0;0.0
