1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
97.8;32.9;89.9;0.0;0.0
97.5;34.1;89.3;0.0;0.0
96.5;32.5;89.2;0.0;0.0
94.7;33.3;90.2;0.0;0.0
91.8;33.1;89.8;0.0;0.0
91.6;33.2;90.0;0.0;0.0
90.4;33.8;90.0;0.0;0.0
85.1;33.9;90.0;0.0;0.0
86.3;34.4;90.1;0.0;0.0
83.3;34.5;89.0;0.0;0.0
82.3;34.9;91.0;0.0;0.0
78.8;34.9;89.3;0.0;0.0
77.0;35.1;90.9;0.0;0.0
76.8;35.4;89.3;0.0;0.0
75.4;36.0;89.9;0.0;0.0
73.1;35.3;91.1;0.0;0.0
74.0;35.7;89.4;0.0;0.0
74.8;35.7;90.4;0.0;0.0
73.3;36.5;89.6;0.0;0.0
73.1;36.3;90.7;0.0;0.0
72.9;36.3;88.2;0.0;0.0
71.6;37.0;90.1;0.0;0.0
70.3;36.8;88.9;0.0;0.0
69.6;37.2;90.9;0.0;0.0
70.9;37.5;89.4;0.0;0.0
68.3;38.1;88.7;0.0;0.0
67.7;37.7;92.2;0.0;0.0
66.9;37.9;88.7;0.0;0.0
66.3;38.1;88.5;0.0;0.0
67.1;37.3;90.6;0.0;0.0
64.7;38.2;91.0;0.0;0.0
63.6;37.8;89.5;0.0;0.0
63.0;38.3;91.7;0.0;0.0
61.5;38.1;90.7;0.0;0.0
60.3;38.8;89.3;0.0;0.0
58.7;38.6;89.0;0.0;0.0
57.6;38.4;89.3;0.0;0.0
55.2;38.3;90.5;0.0;0.0
55.7;38.4;88.3;0.0;0.0
55.4;38.4;91.3;0.0;0.0
53.5;38.3;90.1;0.0;0.0
53.2;38.4;89.4;0.0;0.0
53.0;38.4;90.1;0.0;0.0
51.4;37.9;90.2;0.0;0.0
51.6;37.9;90.6;0.0;0.0
50.6;37.7;89.4;0.0;0.0
49.8;37.7;90.0;0.0;0.0
49.0;38.1;89.4;0.0;0.0
48.2;37.4;90.8;0.0;0.0
47.8;37.8;90.2;0.0;0.0
47.6;37.1;88.8;0.0;0.0
47.8;37.2;91.7;0.0;0.0
48.1;37.8;90.0;0.0;0.0
47.5;37.2;91.1;0.0;0.0
47.7;37.8;90.3;0.0;0.0
46.8;37.3;90.3;0.0;0.0
47.1;36.7;89.8;0.0;0.0
