1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
95.0;18.4;121.0;0.0;0.0
96.0;19.1;121.7;0.0;0.0
93.2;19.2;121.7;0.0;0.0
93.3;19.3;121.8;0.0;0.0
90.5;19.7;121.0;0.0;0.0
86.6;19.8;122.8;0.0;0.0
85.3;20.2;122.6;0.0;0.0
85.3;20.3;123.0;0.0;0.0
79.4;20.3;122.4;0.0;0.0
77.5;20.5;119.9;0.0;0.0
76.9;21.0;121.6;0.0;0.0
73.7;21.0;119.8;0.0;0.0
72.1;21.2;122.7;0.0;0.0
71.2;21.5;121.8;0.0;0.0
70.8;21.6;123.5;0.0;0.0
69.4;22.1;122.5;0.0;0.0
69.9;22.0;121.5;0.0;0.0
69.7;22.3;124.3;0.0;0.0
68.9;22.3;119.6;0.0;0.0
69.0;22.6;122.5;0.0;0.0
69.1;22.1;122.1;0.0;0.0
68.1;22.4;122.4;0.0;0.0
66.9;22.4;120.3;0.0;0.0
67.0;22.5;122.9;0.0;0.0
66.2;22.8;122.5;0.0;0.0
66.7;22.3;123.5;0.0;0.0
68.2;22.5;122.8;0.0;0.0
66.2;22.1;121.7;0.0;0.0
65.0;22.2;122.2;0.0;0.0
65.8;22.1;121.1;0.0;0.0
64.4;21.6;124.5;0.0;0.0
63.3;21.7;122.0;0.0;0.0
64.1;21.2;121.4;0.0;0.0
62.1;21.4;120.3;0.0;0.0
61.1;21.3;121.5;0.0;0.0
60.0;20.8;124.4;0.0;0.0
58.2;20.9;121.8;0.0;0.0
58.7;20.5;122.8;0.0;0.0
56.9;20.2;122.5;0.0;0.0
57.4;19.9;122.2;0.0;0.0
57.8;19.6;120.1;0.0;0.0
56.4;19.4;123.4;0.0;0.0
56.5;19.2;125.8;0.0;0.0
56.6;19.4;124.1;0.0;0.0
54.5;19.1;123.4;0.0;0.0
55.7;18.9;123.1;0.0;0.0
54.4;18.8;123.4;0.0;0.0
54.4;18.9;121.9;0.0;0.0
54.4;18.5;121.5;0.0;0.0
54.0;18.7;122.2;0.0;0.0
53.9;18.7;122.9;0.0;0.0
54.4;18.8;123.5;0.0;0.0
54.1;18.7;123.6;0.0;0.0
54.6;18.7;121.6;0.0;0.0
54.4;18.2;123.1;0.0;0.0
53.3;18.6;124.0;0.0;0.0
54.0;18.7;124.0;0.0;0.0
