1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
113.8;11.5;110.1;0.0;0.0
113.3;11.5;108.1;0.0;0.0
110.7;11.4;107.5;0.0;0.0
109.5;11.4;110.3;0.0;0.0
108.9;11.4;107.3;0.0;0.0
107.2;11.4;110.0;0.0;0.0
104.0;11.7;108.2;0.0;0.0
103.2;11.4;109.1;0.0;0.0
99.4;11.5;108.1;0.0;0.0
99.5;11.7;107.2;0.0;0.0
96.3;11.7;107.6;0.0;0.0
93.2;11.5;109.5;0.0;0.0
92.5;11.5;108.9;0.0;0.0
92.9;11.8;108.1;0.0;0.0
91.5;11.8;109.2;0.0;0.0
89.6;11.8;108.7;0.0;0.0
91.2;11.7;109.4;0.0;0.0
89.2;12.0;109.3;0.0;0.0
91.6;12.1;108.1;0.0;0.0
90.0;12.1;107.2;0.0;0.0
89.4;12.0;109.3;0.0;0.0
90.1;12.1;108.0;0.0;0.0
89.2;12.4;108.4;0.0;0.0
88.8;12.2;108.2;0.0;0.0
86.5;12.4;108.8;0.0;0.0
85.3;12.4;109.6;0.0;0.0
87.4;12.6;106.6;0.0;0.0
87.7;12.6;109.5;0.0;0.0
85.6;12.8;107.3;0.0;0.0
84.7;12.9;109.8;0.0;0.0
84.5;12.7;109.3;0.0;0.0
84.7;12.9;109.7;0.0;0.0
81.9;12.9;109.1;0.0;0.0
80.5;13.0;110.4;0.0;0.0
79.4;13.1;108.2;0.0;0.0
79.4;13.2;108.6;0.0;0.0
78.0;13.4;109.1;0.0;0.0
76.6;13.2;108.3;0.0;0.0
75.4;13.6;107.7;0.0;0.0
75.0;13.2;107.1;0.0;0.0
73.4;13.5;107.7;0.0;0.0
74.5;13.5;109.4;0.0;0.0
73.3;13.9;109.1;0.0;0.0
72.3;13.7;111.0;0.0;0.0
71.8;13.7;107.6;0.0;0.0
71.1;13.9;108.9;0.0;0.0
69.0;13.8;109.8;0.0;0.0
68.9;13.9;107.6;0.0;0.0
67.0;14.0;110.2;0.0;0.0
69.2;14.2;107.7;0.0;0.0
68.7;14.3;106.8;0.0;0.0
70.0;14.0;109.5;0.0;0.0
68.9;14.2;109.7;0.0;0.0
69.6;14.2;109.7;0.0;0.0
69.6;14.3;110.8;0.0;0.0
69.0;14.1;110.8;0.0;0.0
69.7;14.1;110.3;0.0;0.0
69.1;14.2;109.3;0.0;0.0
69.1;14.4;108.5;0.0;0.0
70.3;14.1;109.6;0.0;0.0
69.7;14.2;112.3;0.0;0.0
71.3;14.1;109.8;0.0;0.0
72.2;14.2;110.2;0.0;0.0
74.3;14.1;109.8;0.0;0.0
75.2;14.2;109.9;0.0;0.0
76.8;14.2;108.7;0.0;0.0
76.5;14.1;110.8;0.0;0.0
76.8;14.1;109.1;0.0;0.0
81.2;13.9;109.0;0.0;0.0
79.3;14.1;108.9;0.0;0.0
79.7;14.2;107.8;0.0;0.0
82.9;14.1;112.2;0.0;0.0
83.0;13.9;110.9;0.0;0.0
87.0;13.8;110.5;0.0;0.0
88.3;14.1;108.4;0.0;0.0
89.5;13.8;109.9;0.0;0.0
92.7;13.8;110.5;0.0;0.0
93.1;13.7;111.1;0.0;0.0
96.5;13.7;108.9;0.0;0.0
98.9;13.7;109.6;0.0;0.0
99.3;13.7;110.8;0.0;0.0
103.1;13.6;110.0;0.0;0.0
103.2;13.6;109.1;0.0;0.0
106.0;13.6;110.2;0.0;0.0
107.6;13.7;110.1;0.0;0.0
110.0;13.7;107.4;0.1;0.1
109.8;13.5;110.2;0.2;0.2
112.7;13.4;110.3;0.3;0.3
117.4;13.5;110.4;0.4;0.5
114.6;13.7;109.9;0.6;0.6
116.8;13.6;110.2;0.7;0.8
116.7;13.6;110.9;0.9;1.0
117.3;13.7;110.6;1.2;1.3
116.8;13.6;109.6;1.4;1.6
119.6;13.8;109.6;1.7;1.9
117.8;13.6;111.2;2.0;2.2
121.6;13.7;110.3;2.3;2.7
118.3;13.6;111.1;2.6;3.1
116.7;14.0;109.7;3.0;3.6
117.8;13.9;109.1;3.5;4.2
116.6;13.9;108.6;3.8;4.7
118.3;13.9;111.4;4.3;5.3
116.8;14.1;110.3;4.7;6.0
115.6;14.1;110.0;5.0;6.5
118.2;14.3;108.8;5.4;7.2
115.6;14.1;111.6;6.0;7.9
113.1;14.2;111.9;6.4;8.7
114.8;14.6;109.2;6.6;9.3
110.5;14.4;111.3;7.0;10.2
109.6;14.5;109.6;7.2;10.8
109.8;14.6;109.2;7.6;11.8
112.6;14.7;112.4;7.9;12.4
109.8;15.1;111.6;8.0;13.2
108.4;15.1;111.6;8.4;13.8
106.0;14.9;109.4;8.7;14.6
106.9;15.3;110.7;8.8;15.5
107.0;15.2;108.1;8.9;15.7
104.9;15.4;111.5;8.8;16.8
105.2;15.4;108.6;9.3;17.5
102.3;15.6;111.3;9.2;18.0
101.5;15.6;111.1;9.4;18.9
101.8;15.7;110.9;9.4;19.8
101.4;15.7;108.7;9.4;20.2
100.3;15.9;108.4;9.4;20.9
99.0;15.9;110.5;9.7;20.9
96.7;16.1;110.9;9.7;22.2
98.1;15.9;108.2;9.5;22.8
97.6;16.1;110.9;9.6;23.5
95.8;15.8;107.2;9.4;23.8
96.3;16.3;111.3;9.6;24.6
94.4;16.1;108.9;9.7;25.3
94.6;16.5;111.2;9.6;25.7
94.8;16.3;111.2;9.6;26.3
93.6;15.9;109.2;9.3;26.7
94.5;16.1;110.1;9.3;27.6
94.0;16.0;108.7;9.2;28.1
91.7;16.0;112.9;9.2;28.4
92.7;16.1;110.3;9.0;28.7
93.7;15.7;111.9;8.9;28.9
92.9;16.0;110.2;9.0;29.0
93.3;16.1;111.3;8.9;29.2
94.5;15.8;112.5;8.9;29.5
94.1;16.1;113.1;8.9;29.8
94.0;15.9;109.2;8.7;29.7
93.7;15.6;110.9;8.8;29.6
94.1;15.5;111.7;8.8;30.0
92.4;15.8;112.8;8.5;29.9
92.2;15.0;110.5;8.7;29.6
93.3;15.5;111.7;8.4;29.5
92.9;14.9;109.0;8.5;29.3
93.2;15.3;112.7;8.6;29.2
93.0;15.2;109.4;8.6;29.5
95.4;14.9;111.5;8.4;29.2
92.6;14.8;110.5;8.6;27.5
97.0;14.8;110.6;8.6;28.0
95.7;14.6;113.4;8.8;27.5
97.0;14.4;110.4;8.5;27.1
95.4;14.4;110.7;8.5;26.6
97.3;14.2;110.6;8.5;25.5
95.6;14.5;109.4;8.4;25.3
95.9;14.2;111.3;8.7;25.0
96.8;14.4;109.6;8.5;23.6
94.7;14.0;112.1;8.5;23.4
96.1;14.2;110.0;8.4;22.9
96.5;14.1;110.3;8.2;22.4
97.6;14.0;110.3;8.2;21.2
98.1;14.1;112.9;8.1;20.9
96.9;14.1;111.0;8.1;19.9
99.3;13.8;109.7;7.8;18.8
99.2;14.2;110.8;7.8;18.4
100.3;14.3;110.2;7.5;17.3
101.3;14.3;110.2;7.4;16.3
103.0;14.1;112.0;7.1;15.5
103.6;14.3;110.8;7.0;14.6
104.4;14.7;113.7;6.8;13.6
104.0;14.7;112.6;6.4;12.9
104.3;14.3;111.2;6.2;11.9
102.0;14.7;110.5;5.8;11.2
105.2;14.9;110.8;5.5;10.1
104.7;15.0;110.5;5.2;9.3
104.4;15.2;108.8;4.8;8.5
105.8;15.3;110.9;4.5;7.7
106.5;15.2;110.7;4.0;6.6
106.7;15.6;111.8;3.7;6.0
107.3;15.4;109.6;3.3;5.2
108.5;15.9;112.2;2.9;4.5
109.0;15.8;110.2;2.6;3.9
108.6;16.0;109.8;2.2;3.2
109.4;16.0;112.0;1.8;2.6
110.5;16.1;112.4;1.5;2.1
109.5;16.3;112.7;1.2;1.6
109.3;16.5;111.9;0.9;1.2
110.5;16.4;109.3;0.7;0.9
112.4;16.5;111.8;0.5;0.6
110.3;16.6;112.0;0.3;0.4
108.6;16.5;109.4;0.2;0.2
111.0;16.8;112.9;0.1;0.1
108.6;16.8;112.2;0.0;0.0
107.8;16.6;111.6;0.0;0.0
107.4;16.5;112.7;0.0;0.0
108.3;16.7;112.0;0.0;0.0
109.7;16.7;111.9;0.0;0.0
107.4;16.6;112.2;0.0;0.0
108.3;17.0;110.0;0.0;0.0
108.0;16.7;109.8;0.0;0.0
109.3;16.9;112.2;0.0;0.0
107.0;16.7;109.5;0.1;0.1
107.6;16.5;113.3;0.1;0.1
108.9;16.5;111.0;0.1;0.1
109.0;16.8;113.3;0.1;0.1
111.0;16.7;113.1;0.1;0.1
109.8;16.8;112.9;0.0;0.0
111.0;16.6;113.3;0.0;0.0
110.9;16.5;111.4;0.0;0.0
112.2;16.3;111.5;0.0;0.0
113.5;16.4;112.9;0.0;0.0
114.0;16.3;112.4;0.0;0.0
113.4;16.8;111.4;0.0;0.0
115.2;16.6;111.9;0.0;0.0
115.9;16.5;113.4;0.0;0.0
115.3;16.4;112.9;0.0;0.0
116.2;16.6;111.5;0.0;0.0
118.5;16.5;112.4;0.0;0.0
118.2;16.7;111.2;0.0;0.0
121.1;16.8;112.1;0.0;0.0
123.3;16.9;111.6;0.0;0.0
122.9;16.9;110.4;0.0;0.0
124.7;16.7;111.7;0.0;0.0
125.0;16.4;112.5;0.0;0.0
126.9;16.9;112.4;0.0;0.0
126.2;16.7;111.9;0.0;0.0
127.3;17.0;110.5;0.0;0.0
124.9;17.5;110.1;0.0;0.0
127.0;17.1;113.5;0.0;0.0
126.0;17.3;112.9;0.0;0.0
122.0;17.2;112.5;0.0;0.0
121.8;17.3;112.3;0.0;0.0
121.1;17.6;112.9;0.0;0.0
121.8;17.5;112.6;0.0;0.0
121.4;17.4;112.8;0.0;0.0
119.1;17.7;113.5;0.0;0.0
118.0;17.6;114.0;0.0;0.0
118.0;18.0;113.5;0.0;0.0
116.2;17.8;111.0;0.0;0.0
114.8;18.1;112.0;0.0;0.0
113.6;18.1;113.4;0.0;0.0
112.4;18.5;112.3;0.0;0.0
112.6;18.7;112.5;0.0;0.0
109.8;18.5;112.7;0.0;0.0
107.5;18.6;113.4;0.0;0.0
107.9;18.6;112.6;0.0;0.0
105.1;18.8;113.9;0.0;0.0
104.6;18.8;113.8;0.0;0.0
103.1;18.8;112.0;0.0;0.0
101.1;19.4;112.6;0.0;0.0
103.8;19.2;113.6;0.0;0.0
100.9;19.3;111.7;0.0;0.0
101.4;19.2;113.8;0.0;0.0
100.9;20.0;113.7;0.0;0.0
99.6;19.5;112.6;0.0;0.0
96.6;19.6;113.5;0.0;0.0
98.3;20.2;112.8;0.0;0.0
95.6;19.8;112.6;0.0;0.0
97.1;20.0;113.2;0.0;0.0
95.4;20.1;112.3;0.0;0.0
94.5;20.1;111.3;0.0;0.0
94.5;19.9;113.2;0.0;0.0
94.1;20.2;111.0;0.0;0.0
94.8;20.0;111.2;0.0;0.0
95.5;20.4;114.1;0.0;0.0
95.1;21.0;110.6;0.0;0.0
99.9;21.1;112.7;0.0;0.0
100.8;21.1;110.5;0.0;0.0
103.1;21.0;114.2;0.0;0.0
102.8;21.2;112.1;0.0;0.0
106.0;21.3;113.8;0.0;0.0
105.6;21.4;113.8;0.0;0.0
104.5;21.1;111.9;0.0;0.0
