1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
72.3;13.9;129.2;0.0;0.0
71.2;13.9;129.2;0.0;0.0
70.1;13.8;131.3;0.0;0.0
69.0;14.1;130.1;0.0;0.0
66.9;13.5;127.2;0.0;0.0
64.3;13.7;132.1;0.0;0.0
64.3;13.9;127.3;0.0;0.0
62.1;14.2;129.7;0.0;0.0
60.9;13.9;127.1;0.0;0.0
58.1;13.7;130.8;0.0;0.0
57.3;13.7;130.9;0.0;0.0
55.0;14.0;130.1;0.0;0.0
54.2;13.8;129.3;0.0;0.0
53.5;13.9;129.0;0.0;0.0
52.4;13.8;127.5;0.0;0.0
52.9;13.8;128.6;0.0;0.0
52.3;13.8;128.0;0.0;0.0
52.4;13.8;127.8;0.0;0.0
52.4;13.7;129.9;0.0;0.0
52.0;13.0;127.7;0.0;0.0
51.7;13.3;131.2;0.0;0.0
50.4;13.4;129.6;0.0;0.0
50.8;13.5;129.9;0.0;0.0
50.2;13.4;130.5;0.0;0.0
50.9;13.0;127.0;0.0;0.0
49.7;13.1;129.4;0.0;0.0
49.9;13.1;129.3;0.0;0.0
48.5;13.1;129.2;0.0;0.0
49.1;13.0;128.1;0.0;0.0
49.7;13.1;130.9;0.0;0.0
48.6;12.8;128.3;0.0;0.0
47.4;13.0;130.9;0.0;0.0
46.3;12.6;130.2;0.0;0.0
45.4;13.0;131.0;0.0;0.0
44.3;12.9;130.6;0.0;0.0
42.6;12.9;130.6;0.0;0.0
42.0;12.4;128.1;0.0;0.0
41.1;12.8;128.4;0.0;0.0
40.8;12.8;130.5;0.0;0.0
39.5;12.7;130.4;0.0;0.0
39.4;12.8;128.5;0.0;0.0
39.0;12.4;129.1;0.0;0.0
37.6;12.7;129.1;0.0;0.0
38.0;12.5;128.6;0.0;0.0
37.5;12.9;129.4;0.0;0.0
36.9;12.8;128.1;0.0;0.0
36.1;12.7;127.4;0.0;0.0
35.2;13.1;128.5;0.0;0.0
34.7;13.3;132.6;0.0;0.0
34.9;13.1;127.2;0.0;0.0
34.9;13.2;130.6;0.0;0.0
34.6;13.2;129.5;0.0;0.0
33.9;13.4;129.5;0.0;0.0
34.6;13.4;131.8;0.0;0.0
34.4;14.0;130.9;0.0;0.0
34.5;13.8;130.1;0.0;0.0
35.3;13.9;129.0;0.0;0.0
34.9;14.0;130.0;0.0;0.0
35.5;14.2;130.1;0.0;0.0
35.5;14.2;127.4;0.0;0.0
36.4;14.5;131.9;0.0;0.0
36.3;14.5;130.7;0.0;0.0
37.4;14.9;127.7;0.0;0.0
39.1;15.1;130.9;0.0;0.0
40.2;15.4;130.0;0.0;0.0
40.9;15.2;128.7;0.0;0.0
41.9;15.4;130.8;0.0;0.0
42.5;15.4;130.7;0.0;0.0
44.8;15.4;128.8;0.0;0.0
44.5;15.7;129.0;0.0;0.0
45.1;16.0;129.1;0.0;0.0
47.3;16.0;128.9;0.0;0.0
47.3;16.2;130.6;0.0;0.0
48.9;16.2;127.8;0.0;0.0
51.2;16.1;130.5;0.0;0.0
54.1;16.3;127.9;0.0;0.0
56.0;16.3;129.3;0.0;0.0
58.4;16.3;131.4;0.0;0.0
60.0;16.6;129.8;0.0;0.0
61.9;16.2;129.5;0.0;0.0
63.7;16.9;128.6;0.0;0.0
