1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
97.5;42.3;91.5;0.0;0.0
95.5;42.0;93.2;0.0;0.0
95.3;42.3;89.7;0.0;0.0
95.9;43.2;90.6;0.0;0.0
93.2;41.8;92.1;0.0;0.0
90.8;42.3;89.8;0.0;0.0
87.2;43.0;91.6;0.0;0.0
85.0;43.4;91.6;0.0;0.0
83.2;43.3;89.0;0.0;0.0
80.6;44.1;91.2;0.0;0.0
78.5;43.2;90.4;0.0;0.0
75.3;44.0;91.2;0.0;0.0
74.9;45.0;91.0;0.0;0.0
74.3;44.9;90.5;0.0;0.0
72.9;45.9;92.6;0.0;0.0
71.8;45.2;91.8;0.0;0.0
72.6;46.4;91.0;0.0;0.0
70.7;46.3;91.9;0.0;0.0
69.8;46.9;90.9;0.0;0.0
70.0;46.5;91.9;0.0;0.0
71.2;46.0;90.7;0.0;0.0
70.1;46.4;90.8;0.0;0.0
68.5;46.4;91.2;0.0;0.0
67.2;46.8;90.9;0.0;0.0
67.8;47.0;90.4;0.0;0.0
67.6;46.4;91.9;0.0;0.0
69.3;47.3;92.9;0.0;0.0
67.9;46.1;92.2;0.0;0.0
67.5;45.3;89.7;0.0;0.0
67.6;45.8;91.0;0.0;0.0
68.0;44.7;91.7;0.0;0.0
67.7;44.3;89.7;0.0;0.0
66.8;44.0;91.4;0.0;0.0
66.3;43.5;92.1;0.0;0.0
65.5;43.5;92.2;0.0;0.0
64.9;42.7;91.1;0.0;0.0
63.1;42.2;90.4;0.0;0.0
63.2;42.8;90.3;0.0;0.0
63.0;40.8;89.1;0.0;0.0
63.3;40.8;91.6;0.0;0.0
63.7;40.5;92.7;0.0;0.0
62.0;40.5;90.0;0.0;0.0
61.7;40.2;92.0;0.0;0.0
60.6;39.8;90.7;0.0;0.0
60.9;39.6;91.0;0.0;0.0
60.9;39.7;93.7;0.0;0.0
61.0;39.6;91.5;0.0;0.0
59.9;38.6;92.7;0.0;0.0
60.7;39.4;90.6;0.0;0.0
58.8;39.9;90.5;0.0;0.0
59.6;40.5;91.5;0.0;0.0
57.4;39.7;91.6;0.0;0.0
57.6;40.3;93.5;0.0;0.0
57.0;41.0;90.9;0.0;0.0
57.4;41.8;92.3;0.0;0.0
57.7;42.0;91.9;0.0;0.0
56.4;43.0;90.3;0.0;0.0
56.4;43.0;91.5;0.0;0.0
55.3;43.5;92.3;0.0;0.0
55.0;44.5;91.2;0.0;0.0
56.3;45.0;91.0;0.0;0.0
57.3;45.1;92.7;0.0;0.0
55.1;46.3;91.0;0.0;0.0
57.5;46.0;92.2;0.0;0.0
57.5;48.1;91.9;0.0;0.0
58.3;48.1;92.4;0.0;0.0
58.4;48.9;92.0;0.0;0.0
58.5;49.5;92.5;0.0;0.0
60.1;49.9;90.1;0.0;0.0
59.9;51.1;90.6;0.0;0.0
60.3;49.3;91.1;0.0;0.0
61.0;49.8;91.0;0.0;0.0
63.1;51.6;91.6;0.0;0.0
64.0;51.3;92.7;0.0;0.0
66.7;51.8;92.3;0.0;0.0
68.4;50.4;91.7;0.0;0.0
71.1;50.9;92.9;0.0;0.0
71.1;50.1;92.6;0.0;0.0
76.9;49.2;91.1;0.0;0.0
78.5;50.9;92.9;0.0;0.0
80.3;49.4;90.1;0.0;0.0
82.1;49.8;91.0;0.0;0.0
83.2;49.0;90.3;0.0;0.0
85.7;48.6;90.6;0.0;0.0
88.1;47.7;92.1;0.0;0.0
90.9;47.3;92.1;0.1;0.1
93.5;46.6;91.4;0.2;0.2
97.2;46.3;90.4;0.2;0.3
97.7;45.4;91.6;0.3;0.5
99.7;45.1;91.0;0.5;0.6
102.9;44.3;92.0;0.6;0.8
104.0;44.0;92.3;0.8;1.0
101.6;43.7;91.9;0.9;1.3
105.0;43.1;92.3;1.2;1.6
105.6;42.8;92.7;1.4;1.8
104.8;43.0;90.9;1.6;2.2
106.8;42.0;93.0;1.8;2.5
105.9;42.4;91.9;2.1;2.9
107.3;42.0;91.8;2.4;3.4
105.6;42.2;91.4;2.8;3.9
105.9;40.8;91.9;3.1;4.4
106.7;41.1;92.2;3.4;4.9
107.5;41.6;93.0;3.8;5.3
106.3;40.6;92.4;4.1;5.9
105.2;40.9;91.4;4.6;6.5
105.0;40.7;92.2;4.9;6.9
104.0;41.5;92.6;5.3;7.7
104.8;41.2;92.5;5.6;8.1
102.8;40.9;92.4;6.0;8.9
105.2;41.2;91.6;6.3;9.3
101.5;41.1;92.3;6.7;10.0
101.1;40.8;91.6;7.1;10.8
99.7;41.3;91.4;7.5;11.3
99.3;41.3;90.9;7.9;11.7
100.0;41.4;93.4;8.1;12.5
99.1;41.4;91.3;8.4;13.0
99.7;41.6;91.1;8.7;13.6
96.9;41.5;91.2;9.2;14.2
94.5;42.1;93.5;9.5;14.9
94.0;41.6;93.9;9.9;15.4
93.6;42.3;91.7;10.2;16.2
91.7;42.6;91.7;10.5;16.6
92.4;43.0;93.3;10.7;17.1
91.7;42.0;93.1;11.0;17.4
91.0;41.9;92.9;11.4;18.1
89.3;43.4;92.1;11.6;19.0
86.8;43.2;92.6;12.0;19.1
87.5;42.7;92.2;12.1;19.4
86.1;43.2;91.5;12.5;20.1
85.9;42.2;92.2;12.8;20.7
84.5;43.0;92.0;13.2;20.7
83.5;43.1;92.5;13.5;21.7
84.0;43.9;92.6;13.4;21.9
82.7;43.3;92.3;13.6;22.5
83.1;43.6;94.0;14.1;22.9
82.7;43.5;92.1;14.3;23.1
82.9;43.9;93.4;14.5;23.1
82.3;44.0;92.5;14.7;23.7
80.0;43.2;94.3;15.0;23.5
79.7;43.5;93.6;15.1;24.2
80.2;44.2;92.6;15.2;24.2
79.7;44.9;91.5;15.3;24.3
80.7;44.6;93.3;15.6;24.6
78.6;44.1;91.2;15.8;24.4
78.6;45.3;94.0;15.9;24.5
78.7;44.9;93.2;15.7;24.5
77.1;45.0;93.0;15.6;24.1
76.0;46.7;92.9;16.0;24.0
76.0;46.5;93.1;16.2;24.1
75.7;45.9;92.6;15.9;24.0
76.4;47.5;92.9;15.8;23.4
76.1;47.9;95.0;15.7;23.3
78.0;47.2;93.6;15.8;22.9
76.8;48.1;92.6;15.9;22.9
77.6;48.2;92.1;15.2;22.5
77.7;49.2;91.9;14.9;21.8
76.7;49.6;92.9;15.0;21.0
77.8;49.4;94.4;15.2;20.6
77.1;50.8;92.3;14.7;20.3
76.7;50.5;91.7;14.5;19.7
75.1;50.4;92.4;14.3;19.3
76.0;50.7;92.8;14.2;18.8
76.3;51.5;92.5;13.8;18.2
74.3;51.4;92.2;13.4;17.8
75.8;52.0;92.5;13.1;17.0
75.6;51.5;91.4;12.8;16.3
76.8;51.9;93.5;12.6;15.5
78.3;52.5;93.9;12.3;15.0
78.1;54.0;91.7;11.8;14.4
76.5;53.5;92.9;11.2;13.7
79.1;52.5;92.5;11.0;12.9
80.8;53.4;91.6;10.4;12.3
82.0;53.9;92.7;10.2;11.6
81.7;53.5;93.8;9.5;10.8
81.3;53.6;93.4;9.1;10.0
83.0;54.1;90.9;8.6;9.4
83.2;53.4;91.5;8.0;8.7
82.1;54.4;91.3;7.5;7.9
84.0;54.4;91.1;6.9;7.3
84.1;53.2;92.4;6.4;6.7
84.6;52.8;91.5;5.8;6.0
85.4;52.4;93.6;5.3;5.4
86.0;53.3;93.1;4.7;4.8
86.4;53.5;91.8;4.3;4.3
86.6;53.2;92.9;3.8;3.7
90.1;53.4;93.1;3.3;3.3
89.9;52.8;93.7;2.8;2.7
88.3;52.1;93.8;2.3;2.2
90.9;53.7;92.1;1.9;1.8
89.4;52.3;93.3;1.6;1.5
90.3;52.9;93.3;1.2;1.2
89.0;52.9;94.3;0.9;0.8
91.6;52.1;95.5;0.7;0.6
91.6;52.8;94.2;0.4;0.4
91.6;52.3;91.5;0.3;0.3
90.2;51.9;95.2;0.1;0.1
90.9;52.5;92.9;0.1;0.1
90.6;52.3;92.5;0.0;0.0
90.7;52.7;91.2;0.0;0.0
90.5;51.8;92.4;0.0;0.0
88.4;52.9;93.2;0.0;0.0
89.8;52.1;92.7;0.0;0.0
88.8;52.2;92.6;0.0;0.0
87.8;51.9;93.7;0.0;0.0
89.6;53.2;92.9;0.0;0.0
89.0;51.9;93.7;0.0;0.0
88.6;52.0;93.4;0.0;0.0
91.1;52.3;93.5;0.0;0.0
90.4;52.1;92.9;0.1;0.1
90.9;52.9;94.9;0.0;0.1
91.2;52.2;94.5;0.0;0.0
91.0;52.6;93.9;0.0;0.0
91.8;51.9;92.1;0.0;0.0
93.1;52.1;93.0;0.0;0.0
95.2;51.3;92.8;0.0;0.0
95.2;51.9;92.7;0.0;0.0
94.5;51.2;93.1;0.0;0.0
97.4;51.7;92.1;0.0;0.0
97.7;51.4;93.2;0.0;0.0
99.4;50.7;93.6;0.0;0.0
99.3;51.6;93.8;0.0;0.0
99.8;50.8;93.2;0.0;0.0
99.7;50.9;93.6;0.0;0.0
103.8;50.1;92.9;0.0;0.0
103.6;50.5;93.3;0.0;0.0
105.8;50.2;91.7;0.0;0.0
108.1;48.7;92.5;0.0;0.0
107.7;49.5;93.1;0.0;0.0
107.8;49.2;94.5;0.0;0.0
111.8;48.6;93.5;0.0;0.0
108.6;48.4;92.8;0.0;0.0
112.9;49.4;94.0;0.0;0.0
110.4;48.5;93.9;0.0;0.0
112.1;48.2;93.3;0.0;0.0
109.1;47.9;93.9;0.0;0.0
109.1;47.6;92.5;0.0;0.0
108.9;47.5;93.3;0.0;0.0
109.2;47.4;94.0;0.0;0.0
108.2;46.9;93.7;0.0;0.0
108.8;47.2;92.8;0.0;0.0
