2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13.0;53.6;27.6;4.1;6.6;16.5;5.3;2.1;3.6;8.1;8.6
12.9;53.3;27.4;4.1;6.6;16.4;5.3;2.1;3.6;8.1;8.6
12.8;53.0;27.3;4.1;6.6;16.3;5.3;2.1;3.6;8.0;8.6
12.8;52.7;27.1;4.1;6.5;16.2;5.3;2.1;3.6;8.0;8.5
12.7;52.3;26.9;4.0;6.5;16.1;5.2;2.0;3.5;7.9;8.4
12.6;51.8;26.7;4.0;6.4;15.9;5.2;2.0;3.5;7.9;8.4
12.4;51.4;26.4;4.0;6.4;15.8;5.1;2.0;3.5;7.8;8.3
12.3;50.9;26.2;3.9;6.3;15.7;5.1;2.0;3.4;7.7;8.2
12.2;50.4;25.9;3.9;6.2;15.5;5.0;2.0;3.4;7.6;8.1
12.1;49.9;25.7;3.9;6.2;15.3;5.0;1.9;3.4;7.6;8.0
12.0;49.5;25.4;3.8;6.1;15.2;4.9;1.9;3.3;7.5;8.0
11.9;49.1;25.3;3.8;6.1;15.1;4.9;1.9;3.3;7.5;7.9
11.8;48.9;25.2;3.8;6.1;15.0;4.9;1.9;3.3;7.4;7.9
11.8;48.8;25.1;3.8;6.0;15.0;4.9;1.9;3.3;7.4;7.9
11.8;48.7;25.1;3.8;6.0;15.0;4.9;1.9;3.3;7.4;7.9
11.8;48.7;25.1;3.8;6.0;15.0;4.9;1.9;3.3;7.4;7.9
11.8;48.7;25.0;3.8;6.0;15.0;4.9;1.9;3.3;7.4;7.8
11.8;48.6;25.0;3.8;6.0;14.9;4.8;1.9;3.3;7.4;7.8
11.7;48.5;24.9;3.7;6.0;14.9;4.8;1.9;3.3;7.4;7.8
11.7;48.3;24.9;3.7;6.0;14.9;4.8;1.9;3.3;7.3;7.8
11.7;48.2;24.8;3.7;6.0;14.8;4.8;1.9;3.3;7.3;7.8
11.6;48.0;24.7;3.7;5.9;14.8;4.8;1.9;3.3;7.3;7.7
11.6;47.9;24.6;3.7;5.9;14.7;4.8;1.9;3.2;7.3;7.7
11.6;47.7;24.6;3.7;5.9;14.7;4.8;1.9;3.2;7.2;7.7
11.5;47.6;24.5;3.7;5.9;14.6;4.8;1.9;3.2;7.2;7.7
11.5;47.5;24.4;3.7;5.9;14.6;4.7;1.9;3.2;7.2;7.7
11.5;47.4;24.4;3.7;5.9;14.6;4.7;1.9;3.2;7.2;7.6
11.5;47.3;24.3;3.7;5.9;14.5;4.7;1.8;3.2;7.2;7.6
11.4;47.2;24.3;3.6;5.8;14.5;4.7;1.8;3.2;7.2;7.6
11.4;47.0;24.2;3.6;5.8;14.4;4.7;1.8;3.2;7.1;7.6
11.3;46.7;24.0;3.6;5.8;14.4;4.7;1.8;3.2;7.1;7.5
11.2;46.4;23.9;3.6;5.7;14.3;4.6;1.8;3.1;7.0;7.5
11.2;46.1;23.7;3.6;5.7;14.2;4.6;1.8;3.1;7.0;7.4
11.1;45.7;23.5;3.5;5.7;14.1;4.6;1.8;3.1;6.9;7.4
11.0;45.4;23.4;3.5;5.6;14.0;4.5;1.8;3.1;6.9;7.3
10.9;45.1;23.2;3.5;5.6;13.9;4.5;1.8;3.1;6.8;7.3
10.9;44.9;23.1;3.5;5.6;13.8;4.5;1.8;3.0;6.8;7.2
10.8;44.7;23.0;3.5;5.5;13.7;4.5;1.7;3.0;6.8;7.2
10.8;44.5;22.9;3.4;5.5;13.7;4.4;1.7;3.0;6.7;7.2
10.7;44.3;22.8;3.4;5.5;13.6;4.4;1.7;3.0;6.7;7.1
10.7;44.2;22.7;3.4;5.5;13.6;4.4;1.7;3.0;6.7;7.1
10.6;44.0;22.6;3.4;5.4;13.5;4.4;1.7;3.0;6.7;7.1
10.6;43.8;22.5;3.4;5.4;13.5;4.4;1.7;3.0;6.6;7.1
10.6;43.6;22.4;3.4;5.4;13.4;4.4;1.7;3.0;6.6;7.0
10.5;43.4;22.3;3.4;5.4;13.3;4.3;1.7;2.9;6.6;7.0
10.5;43.2;22.2;3.3;5.4;13.3;4.3;1.7;2.9;6.6;7.0
10.4;43.0;22.1;3.3;5.3;13.2;4.3;1.7;2.9;6.5;6.9
10.4;42.9;22.1;3.3;5.3;13.2;4.3;1.7;2.9;6.5;6.9
10.3;42.8;22.0;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.7;21.9;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.6;21.9;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.5;21.9;3.3;5.3;13.1;4.2;1.7;2.9;6.4;6.8
10.3;42.4;21.8;3.3;5.3;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.4;21.8;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.3;21.7;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.2;21.7;3.3;5.2;13.0;4.2;1.6;2.9;6.4;6.8
10.2;42.1;21.7;3.3;5.2;12.9;4.2;1.6;2.9;6.4;6.8
10.2;42.1;21.6;3.3;5.2;12.9;4.2;1.6;2.8;6.4;6.8
10.2;42.0;21.6;3.2;5.2;12.9;4.2;1.6;2.8;6.4;6.8
10.2;42.0;21.6;3.2;5.2;12.9;4.2;1.6;2.8;6.4;6.8
10.2;42.0;21.6;3.2;5.2;12.9;4.2;1.6;2.8;6.4;6.8
10.2;42.1;21.6;3.3;5.2;12.9;4.2;1.6;2.8;6.4;6.8
10.2;42.1;21.7;3.3;5.2;12.9;4.2;1.6;2.9;6.4;6.8
10.2;42.2;21.7;3.3;5.2;12.9;4.2;1.6;2.9;6.4;6.8
10.2;42.2;21.7;3.3;5.2;13.0;4.2;1.6;2.9;6.4;6.8
10.2;42.3;21.7;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.3;21.7;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.3;21.7;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.3;21.7;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.3;21.7;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.3;21.7;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.3;21.8;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.2;42.4;21.8;3.3;5.2;13.0;4.2;1.7;2.9;6.4;6.8
10.3;42.4;21.8;3.3;5.3;13.0;4.2;1.7;2.9;6.4;6.8
10.3;42.5;21.8;3.3;5.3;13.0;4.2;1.7;2.9;6.4;6.8
10.3;42.6;21.9;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.7;21.9;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.7;21.9;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.7;22.0;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.8;22.0;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.8;22.0;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
10.3;42.8;22.0;3.3;5.3;13.1;4.3;1.7;2.9;6.5;6.9
