1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
65.4;71.8;86.0;0.0;0.0
65.1;71.9;85.9;0.0;0.0
64.0;74.4;85.2;0.0;0.0
61.9;71.4;83.3;0.0;0.0
60.8;72.1;86.1;0.0;0.0
58.4;74.1;86.8;0.0;0.0
57.8;72.7;85.4;0.0;0.0
55.2;74.1;84.9;0.0;0.0
52.9;70.4;86.8;0.0;0.0
51.0;72.9;86.4;0.0;0.0
48.6;72.6;85.2;0.0;0.0
46.7;72.3;85.2;0.0;0.0
45.3;73.6;86.8;0.0;0.0
43.3;72.8;85.8;0.0;0.0
43.4;73.1;85.6;0.0;0.0
41.9;72.8;86.7;0.0;0.0
41.5;74.3;86.3;0.0;0.0
41.2;74.6;86.5;0.0;0.0
40.7;74.5;85.9;0.0;0.0
39.8;74.6;88.3;0.0;0.0
39.7;75.3;85.4;0.0;0.0
38.2;74.6;86.6;0.0;0.0
37.3;76.5;86.3;0.0;0.0
36.8;76.5;86.2;0.0;0.0
36.1;75.4;87.0;0.0;0.0
34.5;75.7;85.2;0.0;0.0
34.4;76.5;87.4;0.0;0.0
33.6;77.0;85.6;0.0;0.0
33.1;76.1;85.0;0.0;0.0
32.5;76.7;87.1;0.0;0.0
31.7;77.0;87.1;0.0;0.0
30.4;76.6;84.6;0.0;0.0
29.5;76.2;86.6;0.0;0.0
28.0;76.2;85.0;0.0;0.0
26.5;77.9;84.7;0.0;0.0
25.0;77.4;86.2;0.0;0.0
23.8;78.3;86.4;0.0;0.0
23.0;77.1;85.3;0.0;0.0
21.8;76.7;87.2;0.0;0.0
21.5;77.1;87.1;0.0;0.0
20.8;77.2;86.0;0.0;0.0
20.3;76.4;86.5;0.0;0.0
19.7;76.0;86.9;0.0;0.0
18.9;76.7;85.6;0.0;0.0
18.1;75.7;85.8;0.0;0.0
17.8;75.6;85.5;0.0;0.0
16.7;75.9;87.6;0.0;0.0
16.2;75.7;87.2;0.0;0.0
15.6;77.1;86.2;0.0;0.0
15.4;75.2;86.1;0.0;0.0
14.7;76.7;86.3;0.0;0.0
14.5;75.6;85.5;0.0;0.0
14.4;74.2;86.2;0.0;0.0
14.1;75.2;84.8;0.0;0.0
14.3;75.3;87.3;0.0;0.0
13.8;74.5;85.3;0.0;0.0
13.7;74.6;86.9;0.0;0.0
13.5;75.1;87.4;0.0;0.0
13.5;73.9;85.1;0.0;0.0
13.3;73.7;87.4;0.0;0.0
13.1;75.1;87.0;0.0;0.0
13.3;74.8;86.4;0.0;0.0
13.5;74.5;86.9;0.0;0.0
13.7;74.9;85.6;0.0;0.0
13.8;74.0;88.0;0.0;0.0
14.2;72.7;87.7;0.0;0.0
14.1;74.7;87.1;0.0;0.0
14.4;73.0;86.5;0.0;0.0
14.1;73.9;86.3;0.0;0.0
14.4;73.9;88.8;0.0;0.0
14.1;75.0;85.9;0.0;0.0
14.4;73.5;87.6;0.0;0.0
14.4;74.3;88.0;0.0;0.0
14.2;74.6;87.8;0.0;0.0
14.4;74.3;87.9;0.0;0.0
14.5;75.8;89.2;0.0;0.0
14.8;75.4;87.4;0.0;0.0
15.1;76.9;88.0;0.0;0.0
14.9;74.5;87.8;0.0;0.0
14.8;75.2;86.4;0.0;0.0
15.1;75.6;87.4;0.0;0.0
14.7;75.7;87.4;0.0;0.0
14.5;75.7;88.5;0.0;0.0
14.7;76.4;87.3;0.0;0.0
14.4;76.2;87.7;0.0;0.0
14.4;78.1;86.7;0.1;0.1
14.4;76.2;87.3;0.2;0.1
14.7;76.4;86.9;0.3;0.2
14.5;76.8;89.0;0.4;0.3
14.3;77.3;86.3;0.6;0.4
14.1;78.9;85.8;0.8;0.6
14.2;78.4;86.7;1.1;0.7
13.7;77.0;87.5;1.3;0.9
13.6;78.0;86.5;1.7;1.1
13.8;77.6;85.9;2.0;1.4
13.3;77.7;86.1;2.4;1.6
12.9;77.9;88.0;2.9;1.9
12.6;77.2;86.2;3.4;2.2
11.9;76.6;87.4;3.9;2.5
12.0;76.2;87.2;4.5;2.9
11.9;77.1;86.7;5.0;3.3
11.6;76.5;87.2;5.8;3.8
11.5;77.5;88.1;6.5;4.2
11.2;77.3;88.0;7.0;4.7
11.1;76.5;86.9;7.7;5.1
10.8;77.1;88.3;8.5;5.6
11.1;77.8;87.1;9.0;5.9
11.1;77.0;88.5;9.6;6.6
10.9;76.4;88.3;10.5;7.0
11.0;77.3;87.3;11.0;7.5
11.2;75.5;88.4;11.8;7.8
11.6;76.8;85.7;12.4;8.4
11.5;76.1;87.2;12.6;8.8
12.0;75.3;86.8;13.1;9.4
12.0;74.6;87.2;13.7;9.8
12.1;74.8;88.7;14.1;10.3
12.1;74.8;88.3;14.6;10.8
12.3;75.5;88.6;14.8;11.5
12.5;73.6;87.7;15.6;11.4
12.5;74.6;87.6;15.6;12.3
12.6;74.6;87.6;15.8;12.4
12.8;72.6;89.7;16.3;12.8
13.0;75.6;88.5;16.6;13.6
13.2;73.6;88.0;16.8;13.6
13.8;72.3;89.5;16.6;14.3
13.7;72.5;88.0;17.1;14.4
14.1;73.6;89.2;17.1;14.8
14.0;72.2;87.6;17.8;15.5
14.4;72.0;88.3;17.5;15.6
14.4;71.1;85.5;17.6;16.3
14.5;70.8;86.9;17.5;16.1
14.6;71.6;86.8;17.8;16.5
14.6;72.9;87.3;17.5;16.9
15.0;71.3;88.5;17.4;17.4
15.4;70.9;86.6;17.5;17.6
15.6;69.9;86.9;17.4;17.8
16.1;70.3;86.7;17.7;18.1
16.4;69.4;88.9;17.7;18.0
16.9;70.8;88.3;17.4;18.3
17.2;71.0;87.2;17.3;18.7
17.7;70.3;87.2;17.3;18.9
18.0;69.9;89.6;17.2;18.7
18.4;70.8;88.3;16.8;19.2
19.1;71.1;89.0;16.8;19.4
19.4;70.4;89.4;16.7;19.2
19.7;70.9;88.8;16.4;19.6
20.6;68.2;87.5;16.1;19.9
21.7;71.7;89.0;16.2;19.8
21.7;69.9;88.9;16.2;19.7
22.4;71.0;87.9;15.6;19.7
23.0;71.3;88.8;15.9;20.0
23.8;69.9;88.1;15.7;20.1
24.9;69.6;88.3;15.2;20.0
25.7;70.5;88.1;15.0;19.8
26.4;70.0;89.4;14.9;19.8
27.2;70.0;88.5;14.3;19.4
27.1;70.3;87.8;14.5;19.9
26.1;69.6;87.1;14.3;19.5
26.0;70.8;88.3;13.7;19.2
24.8;69.3;87.1;13.5;19.4
23.7;70.7;89.7;13.4;19.1
22.7;70.7;88.5;13.0;18.6
21.7;70.0;90.3;12.8;18.3
20.9;71.0;89.2;12.3;18.3
20.2;71.4;88.9;11.9;17.9
19.9;70.0;88.1;11.5;17.4
19.2;70.2;89.0;11.1;16.8
19.3;71.3;89.5;10.7;16.7
19.2;69.6;87.7;10.7;16.4
19.6;71.0;88.8;10.1;15.6
19.7;69.5;88.3;9.6;15.1
20.4;70.2;88.8;9.2;14.7
21.4;69.7;87.8;8.8;14.0
22.0;70.2;87.2;8.4;13.4
22.0;69.0;90.0;7.9;12.8
22.3;70.5;88.9;7.5;12.1
22.8;69.7;87.4;7.1;11.6
22.8;70.3;89.8;6.6;10.7
23.0;69.6;86.8;6.2;10.0
23.5;69.7;89.0;5.5;9.4
24.4;69.4;87.5;5.2;8.7
24.8;70.9;90.0;4.8;7.8
26.0;70.1;88.9;4.2;7.1
26.9;69.1;88.0;3.7;6.5
27.1;69.6;88.6;3.4;5.7
28.4;68.1;88.7;3.0;5.0
29.5;69.1;88.6;2.6;4.3
29.9;69.0;91.1;2.2;3.6
30.6;67.7;88.4;1.8;3.1
31.2;68.0;92.2;1.5;2.6
31.6;67.8;89.2;1.2;2.0
31.7;68.8;88.7;0.9;1.5
32.2;68.0;87.1;0.7;1.2
31.8;67.5;88.3;0.5;0.8
32.1;67.5;89.2;0.3;0.6
32.9;65.1;89.2;0.2;0.4
32.8;67.2;88.6;0.1;0.2
33.2;68.1;89.8;0.1;0.1
33.2;68.1;89.0;0.0;0.0
32.8;66.3;88.5;0.0;0.0
33.1;65.7;87.4;0.0;0.0
33.1;66.1;90.0;0.0;0.0
33.7;65.8;90.8;0.0;0.0
33.9;66.0;88.7;0.0;0.0
33.7;65.7;88.5;0.0;0.0
34.0;66.2;91.3;0.0;0.0
35.1;67.8;89.7;0.0;0.0
35.2;66.2;90.9;0.0;0.0
35.8;67.2;88.2;0.0;0.0
37.4;65.1;88.8;0.0;0.0
38.0;65.7;89.0;0.0;0.0
37.8;65.3;89.7;0.0;0.0
38.9;66.3;89.7;0.0;0.0
40.0;65.6;88.8;0.0;0.0
41.5;66.2;90.4;0.0;0.0
42.4;66.4;90.6;0.0;0.0
42.5;65.3;91.2;0.0;0.0
44.0;66.3;90.9;0.0;0.0
45.2;67.6;89.5;0.0;0.0
45.0;66.4;88.6;0.0;0.0
47.3;66.2;90.2;0.0;0.0
48.3;67.9;91.1;0.0;0.0
48.4;67.1;89.6;0.0;0.0
50.5;67.5;90.0;0.0;0.0
51.6;67.1;90.7;0.0;0.0
52.4;67.0;88.9;0.0;0.0
53.3;66.9;90.0;0.0;0.0
54.3;68.4;89.6;0.0;0.0
55.9;68.2;90.0;0.0;0.0
56.3;68.0;88.9;0.0;0.0
56.8;68.9;91.0;0.0;0.0
57.1;67.3;90.1;0.0;0.0
57.6;67.1;89.9;0.0;0.0
