2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.2;82.8;41.4;7.0;9.8;24.0;7.8;3.1;5.4;12.0;13.2
18.1;82.4;41.2;6.9;9.7;23.9;7.8;3.1;5.4;11.9;13.2
18.0;81.9;40.9;6.9;9.7;23.7;7.7;3.1;5.4;11.8;13.1
17.9;81.3;40.6;6.9;9.6;23.5;7.7;3.1;5.3;11.7;13.0
17.7;80.7;40.3;6.8;9.5;23.4;7.6;3.0;5.3;11.7;12.9
17.6;80.0;40.0;6.7;9.5;23.2;7.5;3.0;5.2;11.6;12.8
17.4;79.3;39.6;6.7;9.4;23.0;7.5;3.0;5.2;11.4;12.7
17.2;78.5;39.2;6.6;9.3;22.7;7.4;3.0;5.1;11.3;12.5
17.1;77.7;38.8;6.5;9.2;22.5;7.3;2.9;5.1;11.2;12.4
16.9;76.9;38.5;6.5;9.1;22.3;7.3;2.9;5.0;11.1;12.3
16.8;76.3;38.1;6.4;9.0;22.1;7.2;2.9;5.0;11.0;12.2
16.6;75.8;37.9;6.4;9.0;22.0;7.2;2.8;5.0;10.9;12.1
16.6;75.5;37.7;6.4;8.9;21.9;7.1;2.8;4.9;10.9;12.1
16.5;75.3;37.6;6.3;8.9;21.8;7.1;2.8;4.9;10.9;12.0
16.5;75.2;37.6;6.3;8.9;21.8;7.1;2.8;4.9;10.9;12.0
16.5;75.2;37.6;6.3;8.9;21.8;7.1;2.8;4.9;10.9;12.0
16.5;75.2;37.6;6.3;8.9;21.8;7.1;2.8;4.9;10.9;12.0
16.5;75.1;37.5;6.3;8.9;21.8;7.1;2.8;4.9;10.8;12.0
16.5;75.0;37.5;6.3;8.9;21.7;7.1;2.8;4.9;10.8;12.0
16.4;74.9;37.4;6.3;8.8;21.7;7.1;2.8;4.9;10.8;12.0
16.4;74.7;37.3;6.3;8.8;21.6;7.0;2.8;4.9;10.8;11.9
16.3;74.5;37.2;6.3;8.8;21.6;7.0;2.8;4.9;10.8;11.9
16.3;74.3;37.1;6.3;8.8;21.5;7.0;2.8;4.9;10.7;11.9
16.3;74.2;37.1;6.2;8.8;21.5;7.0;2.8;4.8;10.7;11.9
16.3;74.1;37.0;6.2;8.7;21.5;7.0;2.8;4.8;10.7;11.8
16.2;74.0;37.0;6.2;8.7;21.4;7.0;2.8;4.8;10.7;11.8
16.2;74.0;37.0;6.2;8.7;21.4;7.0;2.8;4.8;10.7;11.8
16.2;73.9;36.9;6.2;8.7;21.4;7.0;2.8;4.8;10.7;11.8
16.2;73.8;36.9;6.2;8.7;21.4;7.0;2.8;4.8;10.6;11.8
16.1;73.5;36.8;6.2;8.7;21.3;6.9;2.8;4.8;10.6;11.8
16.1;73.2;36.6;6.2;8.6;21.2;6.9;2.8;4.8;10.6;11.7
16.0;72.8;36.4;6.1;8.6;21.1;6.9;2.7;4.8;10.5;11.6
15.9;72.4;36.2;6.1;8.5;21.0;6.8;2.7;4.7;10.4;11.6
15.8;71.9;35.9;6.0;8.5;20.8;6.8;2.7;4.7;10.4;11.5
15.7;71.5;35.7;6.0;8.4;20.7;6.7;2.7;4.7;10.3;11.4
15.6;71.1;35.5;6.0;8.4;20.6;6.7;2.7;4.6;10.3;11.4
