1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
86.6;43.8;98.7;0.0;0.0
85.4;43.9;98.7;0.0;0.0
83.8;44.0;98.7;0.0;0.0
82.1;44.2;98.7;0.0;0.0
80.1;44.4;98.7;0.0;0.0
78.1;44.7;98.7;0.0;0.0
75.8;44.9;98.7;0.0;0.0
73.4;45.2;98.7;0.0;0.0
70.9;45.5;98.6;0.0;0.0
68.4;45.8;98.6;0.0;0.0
66.4;46.2;98.6;0.0;0.0
64.7;46.5;98.6;0.0;0.0
63.4;46.8;98.6;0.0;0.0
62.5;47.2;98.6;0.0;0.0
62.1;47.6;98.6;0.0;0.0
61.7;47.9;98.6;0.0;0.0
61.3;48.2;98.5;0.0;0.0
60.7;48.6;98.5;0.0;0.0
60.1;48.9;98.5;0.0;0.0
59.4;49.2;98.5;0.0;0.0
58.6;49.5;98.5;0.0;0.0
57.8;49.7;98.5;0.0;0.0
57.2;50.0;98.5;0.0;0.0
56.6;50.2;98.5;0.0;0.0
56.2;50.3;98.4;0.0;0.0
55.9;50.5;98.4;0.0;0.0
55.7;50.6;98.4;0.0;0.0
55.4;50.7;98.4;0.0;0.0
55.0;50.7;98.4;0.0;0.0
54.3;50.8;98.4;0.0;0.0
53.5;50.8;98.4;0.0;0.0
52.4;50.8;98.3;0.0;0.0
51.1;50.8;98.3;0.0;0.0
49.8;50.8;98.3;0.0;0.0
48.7;50.7;98.3;0.0;0.0
47.7;50.7;98.3;0.0;0.0
46.9;50.7;98.3;0.0;0.0
46.2;50.7;98.3;0.0;0.0
45.7;50.6;98.3;0.0;0.0
45.2;50.6;98.2;0.0;0.0
44.7;50.6;98.2;0.0;0.0
44.2;50.6;98.2;0.0;0.0
43.6;50.7;98.2;0.0;0.0
43.0;50.7;98.2;0.0;0.0
42.3;50.8;98.2;0.0;0.0
41.6;50.9;98.2;0.0;0.0
41.1;51.0;98.2;0.0;0.0
40.6;51.1;98.1;0.0;0.0
40.2;51.3;98.1;0.0;0.0
39.9;51.6;98.1;0.0;0.0
39.6;51.8;98.1;0.0;0.0
39.4;52.1;98.1;0.0;0.0
39.2;52.4;98.1;0.0;0.0
39.0;52.7;98.1;0.0;0.0
38.7;53.0;98.1;0.0;0.0
38.5;53.4;98.0;0.0;0.0
38.2;53.8;98.0;0.0;0.0
38.0;54.2;98.0;0.0;0.0
38.1;54.6;98.0;0.0;0.0
