1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
89.9;30.6;108.0;0.0;0.0
89.5;30.7;108.6;0.0;0.0
88.7;30.5;109.4;0.0;0.0
85.4;31.1;108.5;0.0;0.0
84.3;30.8;109.1;0.0;0.0
83.4;30.7;107.9;0.0;0.0
80.7;31.8;107.7;0.0;0.0
78.9;31.9;110.0;0.0;0.0
74.4;31.9;110.2;0.0;0.0
72.6;32.2;107.5;0.0;0.0
70.5;32.0;109.1;0.0;0.0
68.6;32.7;109.9;0.0;0.0
67.0;33.1;108.8;0.0;0.0
65.7;33.0;108.2;0.0;0.0
63.6;33.9;107.5;0.0;0.0
63.5;33.9;107.9;0.0;0.0
62.6;34.3;107.9;0.0;0.0
62.0;34.1;108.8;0.0;0.0
61.0;34.8;109.2;0.0;0.0
61.8;35.2;109.6;0.0;0.0
61.0;35.9;108.8;0.0;0.0
60.7;35.7;107.2;0.0;0.0
57.8;35.5;106.3;0.0;0.0
58.2;37.8;110.0;0.0;0.0
56.8;36.8;108.2;0.0;0.0
56.7;36.7;106.4;0.0;0.0
55.7;37.1;108.8;0.0;0.0
55.1;37.1;110.2;0.0;0.0
54.9;38.1;108.9;0.0;0.0
53.2;37.8;109.1;0.0;0.0
52.5;38.1;106.6;0.0;0.0
51.8;37.8;106.0;0.0;0.0
50.9;37.7;109.0;0.0;0.0
49.1;38.2;107.6;0.0;0.0
48.3;38.2;108.4;0.0;0.0
45.5;37.9;109.3;0.0;0.0
45.4;38.4;108.6;0.0;0.0
43.1;38.4;106.5;0.0;0.0
44.2;38.4;109.4;0.0;0.0
42.2;38.5;108.9;0.0;0.0
42.0;38.8;108.8;0.0;0.0
41.0;38.1;106.0;0.0;0.0
41.8;38.1;107.6;0.0;0.0
39.1;38.5;109.2;0.0;0.0
39.8;38.1;106.6;0.0;0.0
38.4;37.5;110.4;0.0;0.0
37.8;37.7;109.0;0.0;0.0
38.1;37.7;108.3;0.0;0.0
36.9;38.2;106.6;0.0;0.0
37.2;37.3;107.3;0.0;0.0
36.3;37.3;106.6;0.0;0.0
36.9;37.5;108.2;0.0;0.0
37.0;37.8;109.7;0.0;0.0
36.4;38.4;107.6;0.0;0.0
36.4;37.5;108.2;0.0;0.0
36.1;36.7;108.6;0.0;0.0
35.5;37.4;108.3;0.0;0.0
36.3;37.3;106.3;0.0;0.0
35.7;37.6;105.9;0.0;0.0
35.6;37.6;108.0;0.0;0.0
35.5;37.3;106.3;0.0;0.0
35.8;37.3;108.5;0.0;0.0
35.8;37.3;105.7;0.0;0.0
36.6;37.3;107.3;0.0;0.0
37.1;37.8;108.5;0.0;0.0
37.3;37.7;107.8;0.0;0.0
38.1;37.6;106.8;0.0;0.0
