1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
58.0;67.5;91.8;0.0;0.0
57.9;68.3;90.2;0.0;0.0
55.8;68.2;91.6;0.0;0.0
55.6;66.9;92.1;0.0;0.0
51.7;67.8;92.6;0.0;0.0
52.0;68.0;93.6;0.0;0.0
50.2;69.5;91.4;0.0;0.0
47.6;69.0;93.1;0.0;0.0
45.8;67.8;94.6;0.0;0.0
43.0;68.6;91.4;0.0;0.0
41.8;70.1;92.7;0.0;0.0
39.5;68.1;92.8;0.0;0.0
38.8;69.2;93.3;0.0;0.0
38.5;70.7;91.6;0.0;0.0
37.4;68.6;93.1;0.0;0.0
36.8;68.5;93.1;0.0;0.0
36.5;69.9;91.6;0.0;0.0
36.7;69.0;92.3;0.0;0.0
36.6;69.2;91.7;0.0;0.0
36.5;67.7;92.6;0.0;0.0
35.7;70.4;92.3;0.0;0.0
35.3;68.9;93.1;0.0;0.0
34.7;68.7;90.6;0.0;0.0
33.9;69.2;92.3;0.0;0.0
33.6;68.0;92.7;0.0;0.0
33.3;67.7;93.5;0.0;0.0
32.7;68.4;92.2;0.0;0.0
32.6;67.5;91.1;0.0;0.0
32.0;67.9;92.5;0.0;0.0
31.0;68.0;92.7;0.0;0.0
30.9;67.6;92.6;0.0;0.0
30.3;68.6;91.3;0.0;0.0
29.0;68.2;91.7;0.0;0.0
27.4;67.2;93.4;0.0;0.0
25.8;67.9;91.3;0.0;0.0
24.5;68.1;94.0;0.0;0.0
23.8;67.3;90.5;0.0;0.0
22.8;66.9;91.9;0.0;0.0
21.8;68.5;92.3;0.0;0.0
21.5;67.0;92.5;0.0;0.0
21.1;68.8;91.6;0.0;0.0
19.9;67.2;92.3;0.0;0.0
19.0;67.6;89.7;0.0;0.0
19.0;67.0;92.9;0.0;0.0
18.1;67.2;92.3;0.0;0.0
16.7;67.8;91.2;0.0;0.0
16.3;67.2;90.5;0.0;0.0
15.5;67.8;91.5;0.0;0.0
15.2;67.5;92.9;0.0;0.0
14.1;67.4;90.3;0.0;0.0
13.8;68.0;92.7;0.0;0.0
13.7;67.3;91.5;0.0;0.0
13.3;66.9;91.6;0.0;0.0
12.6;68.4;90.8;0.0;0.0
12.4;68.4;91.5;0.0;0.0
12.2;67.2;91.7;0.0;0.0
11.5;67.8;90.9;0.0;0.0
11.2;68.1;91.3;0.0;0.0
11.1;68.4;91.4;0.0;0.0
10.7;69.3;90.3;0.0;0.0
10.9;68.0;91.7;0.0;0.0
10.8;68.4;91.3;0.0;0.0
10.8;68.9;92.3;0.0;0.0
11.1;68.7;90.8;0.0;0.0
11.5;69.5;90.5;0.0;0.0
11.7;69.2;92.1;0.0;0.0
11.8;68.3;91.5;0.0;0.0
12.2;67.4;90.5;0.0;0.0
12.1;67.9;90.0;0.0;0.0
12.1;67.7;88.9;0.0;0.0
12.5;67.6;90.6;0.0;0.0
12.5;67.7;91.0;0.0;0.0
13.2;67.2;92.5;0.0;0.0
13.5;67.4;90.0;0.0;0.0
14.1;67.7;89.9;0.0;0.0
15.0;66.7;90.6;0.0;0.0
15.4;66.2;91.1;0.0;0.0
16.1;66.7;92.7;0.0;0.0
16.9;64.5;91.0;0.0;0.0
17.7;64.3;91.5;0.0;0.0
17.9;64.0;91.4;0.0;0.0
18.3;63.6;89.8;0.0;0.0
19.3;63.4;89.7;0.0;0.0
19.9;64.5;91.3;0.0;0.0
20.4;63.3;88.0;0.0;0.0
21.1;61.1;92.3;0.1;0.1
21.6;60.6;91.1;0.1;0.2
22.2;61.0;91.7;0.2;0.3
23.1;60.7;90.9;0.3;0.4
23.6;59.3;89.4;0.5;0.6
24.6;60.1;89.5;0.6;0.8
24.4;60.3;89.9;0.8;1.0
24.4;59.5;90.8;1.1;1.3
24.8;58.0;91.9;1.3;1.6
24.6;58.8;89.1;1.7;2.0
25.0;58.1;91.3;2.0;2.3
24.6;58.0;89.3;2.4;2.8
25.1;57.5;90.3;2.8;3.4
24.8;57.1;92.9;3.2;3.9
24.5;57.6;91.4;3.8;4.6
24.2;57.2;88.4;4.3;5.2
23.6;57.5;90.8;4.9;5.9
23.1;57.5;89.7;5.3;6.6
23.0;56.2;91.1;5.9;7.4
22.8;56.9;90.5;6.5;8.3
21.8;57.6;88.6;7.0;9.0
21.3;57.2;91.2;7.5;9.8
21.1;56.4;89.8;8.1;10.7
21.0;56.8;91.2;8.5;11.6
20.3;57.3;90.4;9.1;12.4
20.4;57.0;93.2;9.6;13.3
20.0;57.1;89.2;10.2;14.0
19.7;57.1;90.0;10.4;14.8
19.3;56.8;90.9;11.0;15.7
19.1;56.5;89.4;11.3;16.3
19.0;57.3;91.3;11.5;17.2
18.7;57.4;91.7;12.0;17.9
18.4;57.5;91.4;12.0;18.4
18.0;57.3;92.2;12.4;19.5
17.8;56.4;89.4;12.7;20.1
17.8;57.1;89.7;12.9;21.0
17.7;55.4;90.4;13.3;21.4
17.6;57.3;88.9;13.4;21.8
17.6;56.7;90.9;13.6;22.4
17.4;56.3;90.2;13.4;23.0
18.0;56.5;90.5;13.7;23.4
18.2;56.8;89.5;14.1;24.3
18.2;55.7;89.7;14.0;25.0
18.4;55.2;90.4;14.3;24.5
18.6;54.7;90.8;14.1;25.7
18.4;54.9;89.8;14.1;26.0
18.8;55.2;89.7;14.3;26.0
19.1;55.0;90.6;14.2;26.3
19.1;54.6;90.6;14.3;26.4
19.8;54.8;90.2;14.4;26.5
20.4;54.4;90.9;14.3;27.2
20.6;55.0;89.8;14.2;27.0
21.0;53.9;89.2;14.6;27.1
21.8;53.3;90.6;14.4;27.5
22.6;53.8;90.5;14.2;27.7
23.0;53.4;89.1;14.4;27.4
23.9;52.9;90.3;14.5;26.8
24.6;52.8;91.1;14.5;26.6
