2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
17.5;77.9;37.8;6.6;9.4;22.8;7.4;2.9;5.1;11.4;12.9
17.4;77.6;37.6;6.5;9.3;22.7;7.4;2.9;5.1;11.3;12.9
17.3;77.1;37.4;6.5;9.3;22.6;7.4;2.9;5.1;11.3;12.8
17.2;76.6;37.2;6.5;9.2;22.5;7.3;2.8;5.0;11.2;12.7
17.1;76.1;36.9;6.4;9.1;22.3;7.3;2.8;5.0;11.1;12.6
16.9;75.4;36.6;6.4;9.1;22.1;7.2;2.8;5.0;11.0;12.5
16.8;74.8;36.3;6.3;9.0;21.9;7.1;2.8;4.9;10.9;12.4
16.6;74.1;35.9;6.3;8.9;21.7;7.1;2.7;4.9;10.8;12.3
16.5;73.3;35.6;6.2;8.8;21.5;7.0;2.7;4.8;10.7;12.1
16.3;72.6;35.2;6.1;8.7;21.3;6.9;2.7;4.8;10.6;12.0
16.2;72.0;34.9;6.1;8.7;21.1;6.9;2.7;4.7;10.5;11.9
16.1;71.5;34.7;6.0;8.6;21.0;6.8;2.6;4.7;10.4;11.9
16.0;71.2;34.5;6.0;8.6;20.9;6.8;2.6;4.7;10.4;11.8
15.9;71.0;34.4;6.0;8.5;20.8;6.8;2.6;4.7;10.3;11.8
15.9;70.9;34.4;6.0;8.5;20.8;6.8;2.6;4.7;10.3;11.8
15.9;70.8;34.4;6.0;8.5;20.8;6.8;2.6;4.7;10.3;11.7
15.9;70.8;34.3;6.0;8.5;20.7;6.8;2.6;4.7;10.3;11.7
15.9;70.7;34.3;6.0;8.5;20.7;6.7;2.6;4.7;10.3;11.7
15.8;70.5;34.2;6.0;8.5;20.7;6.7;2.6;4.6;10.3;11.7
15.8;70.3;34.1;5.9;8.5;20.6;6.7;2.6;4.6;10.3;11.7
15.7;70.1;34.0;5.9;8.4;20.5;6.7;2.6;4.6;10.2;11.6
15.7;69.9;33.9;5.9;8.4;20.5;6.7;2.6;4.6;10.2;11.6
15.6;69.6;33.8;5.9;8.4;20.4;6.6;2.6;4.6;10.2;11.5
15.6;69.4;33.7;5.9;8.4;20.3;6.6;2.6;4.6;10.1;11.5
15.6;69.3;33.6;5.8;8.3;20.3;6.6;2.6;4.6;10.1;11.5
15.5;69.1;33.5;5.8;8.3;20.3;6.6;2.6;4.6;10.1;11.5
15.5;69.0;33.5;5.8;8.3;20.2;6.6;2.6;4.5;10.1;11.4
15.5;68.8;33.4;5.8;8.3;20.2;6.6;2.6;4.5;10.0;11.4
15.4;68.6;33.3;5.8;8.2;20.1;6.5;2.5;4.5;10.0;11.4
15.3;68.3;33.1;5.8;8.2;20.0;6.5;2.5;4.5;10.0;11.3
15.3;67.9;32.9;5.7;8.2;19.9;6.5;2.5;4.5;9.9;11.3
15.2;67.5;32.7;5.7;8.1;19.8;6.4;2.5;4.4;9.8;11.2
15.1;67.0;32.5;5.7;8.1;19.6;6.4;2.5;4.4;9.8;11.1
14.9;66.5;32.2;5.6;8.0;19.5;6.3;2.5;4.4;9.7;11.0
14.8;66.0;32.0;5.6;7.9;19.3;6.3;2.4;4.4;9.6;10.9
14.7;65.6;31.8;5.5;7.9;19.2;6.3;2.4;4.3;9.6;10.9
14.7;65.3;31.6;5.5;7.9;19.1;6.2;2.4;4.3;9.5;10.8
14.6;65.0;31.5;5.5;7.8;19.0;6.2;2.4;4.3;9.5;10.8
14.5;64.7;31.4;5.5;7.8;19.0;6.2;2.4;4.3;9.4;10.7
14.5;64.5;31.3;5.4;7.8;18.9;6.2;2.4;4.2;9.4;10.7
14.4;64.2;31.1;5.4;7.7;18.8;6.1;2.4;4.2;9.4;10.6
14.4;64.0;31.0;5.4;7.7;18.7;6.1;2.4;4.2;9.3;10.6
14.3;63.7;30.9;5.4;7.7;18.7;6.1;2.4;4.2;9.3;10.6
14.2;63.4;30.7;5.4;7.6;18.6;6.0;2.3;4.2;9.2;10.5
14.2;63.1;30.6;5.3;7.6;18.5;6.0;2.3;4.2;9.2;10.5
14.1;62.8;30.5;5.3;7.6;18.4;6.0;2.3;4.1;9.2;10.4
14.1;62.6;30.3;5.3;7.5;18.3;6.0;2.3;4.1;9.1;10.4
14.0;62.4;30.2;5.3;7.5;18.3;5.9;2.3;4.1;9.1;10.3
14.0;62.2;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9.1;10.3
13.9;62.0;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9.0;10.3
13.9;61.9;30.0;5.2;7.4;18.1;5.9;2.3;4.1;9.0;10.3
13.9;61.8;30.0;5.2;7.4;18.1;5.9;2.3;4.1;9.0;10.2
13.9;61.7;29.9;5.2;7.4;18.1;5.9;2.3;4.1;9.0;10.2
13.8;61.6;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.5;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.4;29.7;5.2;7.4;18.0;5.9;2.3;4.0;8.9;10.2
13.8;61.3;29.7;5.2;7.4;17.9;5.8;2.3;4.0;8.9;10.2
13.7;61.2;29.6;5.2;7.4;17.9;5.8;2.3;4.0;8.9;10.1
13.7;61.1;29.6;5.2;7.4;17.9;5.8;2.3;4.0;8.9;10.1
13.7;61.1;29.6;5.2;7.4;17.9;5.8;2.3;4.0;8.9;10.1
13.7;61.1;29.6;5.2;7.4;17.9;5.8;2.3;4.0;8.9;10.1
13.7;61.1;29.6;5.2;7.4;17.9;5.8;2.3;4.0;8.9;10.1
13.8;61.2;29.7;5.2;7.4;17.9;5.8;2.3;4.0;8.9;10.1
13.8;61.3;29.7;5.2;7.4;18.0;5.8;2.3;4.0;8.9;10.2
13.8;61.4;29.7;5.2;7.4;18.0;5.8;2.3;4.0;8.9;10.2
13.8;61.4;29.8;5.2;7.4;18.0;5.9;2.3;4.0;9.0;10.2
13.8;61.4;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.5;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.4;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.4;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.5;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.5;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.6;29.8;5.2;7.4;18.0;5.9;2.3;4.1;9.0;10.2
13.8;61.7;29.9;5.2;7.4;18.1;5.9;2.3;4.1;9.0;10.2
13.9;61.8;29.9;5.2;7.4;18.1;5.9;2.3;4.1;9.0;10.2
13.9;61.9;30.0;5.2;7.4;18.1;5.9;2.3;4.1;9.0;10.3
13.9;62.0;30.0;5.2;7.5;18.2;5.9;2.3;4.1;9.0;10.3
13.9;62.1;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9.0;10.3
14.0;62.1;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9.1;10.3
14.0;62.2;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9.1;10.3
14.0;62.2;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9.1;10.3
14.0;62.2;30.1;5.3;7.5;18.2;5.9;2.3;4.1;9.1;10.3
14.0;62.2;30.2;5.3;7.5;18.2;5.9;2.3;4.1;9.1;10.3
14.0;62.3;30.2;5.3;7.5;18.2;5.9;2.3;4.1;9.1;10.3
14.0;62.4;30.2;5.3;7.5;18.3;5.9;2.3;4.1;9.1;10.3
14.0;62.5;30.3;5.3;7.5;18.3;6.0;2.3;4.1;9.1;10.4
14.1;62.7;30.4;5.3;7.5;18.4;6.0;2.3;4.1;9.1;10.4
14.1;62.9;30.4;5.3;7.6;18.4;6.0;2.3;4.1;9.2;10.4
14.2;63.0;30.5;5.3;7.6;18.4;6.0;2.3;4.2;9.2;10.4
14.2;63.1;30.6;5.3;7.6;18.5;6.0;2.3;4.2;9.2;10.5
14.2;63.3;30.6;5.3;7.6;18.5;6.0;2.3;4.2;9.2;10.5
14.2;63.4;30.7;5.4;7.6;18.6;6.0;2.3;4.2;9.2;10.5
14.3;63.5;30.8;5.4;7.6;18.6;6.0;2.4;4.2;9.3;10.5
14.3;63.7;30.8;5.4;7.7;18.6;6.1;2.4;4.2;9.3;10.6
14.3;63.8;30.9;5.4;7.7;18.7;6.1;2.4;4.2;9.3;10.6
14.4;64.0;31.0;5.4;7.7;18.7;6.1;2.4;4.2;9.3;10.6
14.4;64.2;31.1;5.4;7.7;18.8;6.1;2.4;4.2;9.4;10.6
14.5;64.4;31.2;5.4;7.8;18.9;6.1;2.4;4.2;9.4;10.7
14.5;64.7;31.3;5.5;7.8;18.9;6.2;2.4;4.3;9.4;10.7
14.6;65.0;31.5;5.5;7.8;19.0;6.2;2.4;4.3;9.5;10.8
14.7;65.3;31.6;5.5;7.9;19.1;6.2;2.4;4.3;9.5;10.8
14.7;65.5;31.7;5.5;7.9;19.2;6.2;2.4;4.3;9.6;10.9
14.8;65.8;31.9;5.6;7.9;19.3;6.3;2.4;4.3;9.6;10.9
14.9;66.1;32.0;5.6;8.0;19.4;6.3;2.5;4.4;9.6;11.0
14.9;66.5;32.2;5.6;8.0;19.5;6.3;2.5;4.4;9.7;11.0
15.0;66.8;32.3;5.6;8.0;19.5;6.4;2.5;4.4;9.7;11.1
15.1;67.1;32.5;5.7;8.1;19.6;6.4;2.5;4.4;9.8;11.1
15.1;67.4;32.6;5.7;8.1;19.7;6.4;2.5;4.4;9.8;11.2
15.2;67.8;32.8;5.7;8.2;19.8;6.4;2.5;4.5;9.9;11.2
15.3;68.1;33.0;5.8;8.2;19.9;6.5;2.5;4.5;9.9;11.3
15.4;68.5;33.2;5.8;8.2;20.0;6.5;2.5;4.5;10.0;11.4
15.5;68.9;33.3;5.8;8.3;20.2;6.6;2.6;4.5;10.0;11.4
15.5;69.2;33.5;5.8;8.3;20.3;6.6;2.6;4.6;10.1;11.5
15.6;69.5;33.7;5.9;8.4;20.3;6.6;2.6;4.6;10.1;11.5
15.7;69.8;33.8;5.9;8.4;20.4;6.6;2.6;4.6;10.2;11.6
15.7;70.1;33.9;5.9;8.4;20.5;6.7;2.6;4.6;10.2;11.6
15.8;70.4;34.1;5.9;8.5;20.6;6.7;2.6;4.6;10.3;11.7
15.9;70.6;34.2;6.0;8.5;20.7;6.7;2.6;4.7;10.3;11.7
15.9;70.8;34.3;6.0;8.5;20.7;6.7;2.6;4.7;10.3;11.7
16.0;71.1;34.4;6.0;8.6;20.8;6.8;2.6;4.7;10.4;11.8
16.0;71.3;34.5;6.0;8.6;20.9;6.8;2.6;4.7;10.4;11.8
16.1;71.6;34.6;6.0;8.6;20.9;6.8;2.7;4.7;10.4;11.9
16.1;71.8;34.7;6.1;8.6;21.0;6.8;2.7;4.7;10.5;11.9
16.2;72.0;34.8;6.1;8.7;21.1;6.8;2.7;4.7;10.5;11.9
16.2;72.2;34.9;6.1;8.7;21.1;6.9;2.7;4.8;10.5;12.0
16.3;72.4;35.0;6.1;8.7;21.2;6.9;2.7;4.8;10.6;12.0
16.3;72.5;35.1;6.1;8.7;21.2;6.9;2.7;4.8;10.6;12.0
16.3;72.7;35.2;6.1;8.8;21.3;6.9;2.7;4.8;10.6;12.0
16.4;72.8;35.2;6.1;8.8;21.3;6.9;2.7;4.8;10.6;12.1
16.4;72.9;35.3;6.2;8.8;21.3;6.9;2.7;4.8;10.6;12.1
16.4;73.0;35.3;6.2;8.8;21.4;6.9;2.7;4.8;10.6;12.1
16.4;73.2;35.4;6.2;8.8;21.4;7.0;2.7;4.8;10.7;12.1
16.5;73.3;35.5;6.2;8.8;21.5;7.0;2.7;4.8;10.7;12.1
16.5;73.5;35.5;6.2;8.8;21.5;7.0;2.7;4.8;10.7;12.2
16.5;73.6;35.6;6.2;8.9;21.5;7.0;2.7;4.9;10.7;12.2
16.6;73.8;35.7;6.2;8.9;21.6;7.0;2.7;4.9;10.8;12.2
16.6;73.9;35.8;6.2;8.9;21.6;7.0;2.7;4.9;10.8;12.3
